Unix,Date,Symbol,Open,High,Low,Close,Volume FET,Volume USDT,tradecount
1678752000000,2023-03-14,FETUSDT,0.3887,0.4834,0.3741,0.4505,215203819.0,93650671.4678,351034
1678665600000,2023-03-13,FETUSDT,0.3799,0.4025,0.3531,0.3886,135524820.0,51463420.1539,214639
1678579200000,2023-03-12,FETUSDT,0.3154,0.3871,0.3084,0.3799,80663003.0,26738974.6986,133481
1678492800000,2023-03-11,FETUSDT,0.334,0.3411,0.3024,0.3154,66005000.0,20915336.9961,115541
1678406400000,2023-03-10,FETUSDT,0.3198,0.3414,0.2956,0.334,117911805.0,37655512.0979,173714
1678320000000,2023-03-09,FETUSDT,0.3476,0.3723,0.3131,0.3197,105962302.0,36087006.6579,148316
1678233600000,2023-03-08,FETUSDT,0.4006,0.4056,0.3389,0.3477,71397545.0,26444765.3612,121186
1678147200000,2023-03-07,FETUSDT,0.42,0.4264,0.386,0.4004,66296331.0,26887667.2368,115693
1678060800000,2023-03-06,FETUSDT,0.4316,0.4316,0.4116,0.4198,46035201.0,19402343.9298,78977
1677974400000,2023-03-05,FETUSDT,0.4297,0.4449,0.4236,0.4317,59462344.0,25826345.7772,99651
1677888000000,2023-03-04,FETUSDT,0.4402,0.451,0.4086,0.4298,81935638.0,35204620.7814,125350
1677801600000,2023-03-03,FETUSDT,0.4684,0.47,0.4,0.44,115546761.0,49553511.542,170805
1677715200000,2023-03-02,FETUSDT,0.4837,0.4876,0.4482,0.4683,92519152.0,42818070.3867,141898
1677628800000,2023-03-01,FETUSDT,0.4398,0.494,0.4389,0.4838,150818579.0,71159295.175,228416
1677542400000,2023-02-28,FETUSDT,0.4346,0.4917,0.4321,0.4398,187269486.0,84948489.0315,278767
1677456000000,2023-02-27,FETUSDT,0.4337,0.4507,0.4199,0.4344,61490914.0,26731601.6596,109093
1677369600000,2023-02-26,FETUSDT,0.4262,0.437,0.4164,0.4337,49154909.0,21026268.423,84407
1677283200000,2023-02-25,FETUSDT,0.4738,0.4827,0.4035,0.4261,113103161.0,49071440.3535,181840
1677196800000,2023-02-24,FETUSDT,0.4363,0.4811,0.431,0.4738,167569885.0,76831473.3148,280945
1677110400000,2023-02-23,FETUSDT,0.4377,0.4724,0.4262,0.4363,93687832.0,42010326.4458,151125
1677024000000,2023-02-22,FETUSDT,0.4346,0.4417,0.4031,0.4377,105005098.0,44178572.0965,160909
1676937600000,2023-02-21,FETUSDT,0.4175,0.5016,0.4048,0.4347,260311353.0,119601222.924,369740
1676851200000,2023-02-20,FETUSDT,0.4144,0.43,0.4048,0.4175,45824089.0,19215384.7439,75303
1676764800000,2023-02-19,FETUSDT,0.4322,0.4428,0.4082,0.4142,44392792.0,19029609.994,65676
1676678400000,2023-02-18,FETUSDT,0.4428,0.4549,0.4294,0.4321,42021565.0,18419735.666,61772
1676592000000,2023-02-17,FETUSDT,0.4133,0.448,0.4118,0.4428,71479177.0,31098477.1345,105447
1676505600000,2023-02-16,FETUSDT,0.4734,0.4839,0.4085,0.4133,124153803.0,56632301.0284,183196
1676419200000,2023-02-15,FETUSDT,0.4531,0.4798,0.4109,0.4734,138049210.0,61740962.0609,201857
1676332800000,2023-02-14,FETUSDT,0.3855,0.463,0.378,0.453,170587368.0,73894444.2054,233252
1676246400000,2023-02-13,FETUSDT,0.3982,0.4088,0.3652,0.3855,80095796.0,30943076.7819,121287
1676160000000,2023-02-12,FETUSDT,0.417,0.43,0.3935,0.3982,64536990.0,26623167.3912,95121
1676073600000,2023-02-11,FETUSDT,0.4218,0.4291,0.3953,0.4169,73677769.0,30318508.5406,110650
1675987200000,2023-02-10,FETUSDT,0.389,0.4531,0.3791,0.4218,220107879.0,92365653.74,319846
1675900800000,2023-02-09,FETUSDT,0.477,0.4966,0.3643,0.389,229060904.0,101039505.0168,384838
1675814400000,2023-02-08,FETUSDT,0.5406,0.6083,0.4448,0.4771,303918629.0,158023096.2693,410919
1675728000000,2023-02-07,FETUSDT,0.433,0.5944,0.433,0.5404,327135033.0,173945812.3086,506802
1675641600000,2023-02-06,FETUSDT,0.4494,0.4755,0.4063,0.4329,237198532.0,103792463.9974,347562
1675555200000,2023-02-05,FETUSDT,0.3317,0.4624,0.327,0.4498,335982848.0,132147118.4238,406730
1675468800000,2023-02-04,FETUSDT,0.3301,0.3507,0.3143,0.3317,140521111.0,46602507.2333,185290
1675382400000,2023-02-03,FETUSDT,0.2748,0.3373,0.2679,0.3301,181360077.0,55863977.7484,208918
1675296000000,2023-02-02,FETUSDT,0.2886,0.3011,0.2721,0.2748,87646238.0,25354115.4046,115243
1675209600000,2023-02-01,FETUSDT,0.275,0.3,0.2575,0.2886,86038813.0,23952025.2556,119760
1675123200000,2023-01-31,FETUSDT,0.266,0.2866,0.2583,0.275,60718192.0,16598003.9142,72700
1675036800000,2023-01-30,FETUSDT,0.2891,0.2892,0.2588,0.2659,48130992.0,13092699.2475,58911
1674950400000,2023-01-29,FETUSDT,0.2944,0.2969,0.2833,0.2891,44306486.0,12760158.4366,50625
1674864000000,2023-01-28,FETUSDT,0.2808,0.3119,0.28,0.2946,99046589.0,28907594.0446,116481
1674777600000,2023-01-27,FETUSDT,0.2633,0.3013,0.2562,0.2807,91977698.0,25807309.9668,120077
1674691200000,2023-01-26,FETUSDT,0.2703,0.2801,0.2598,0.2635,46947088.0,12636384.516,56039
1674604800000,2023-01-25,FETUSDT,0.2658,0.2796,0.2524,0.2701,63456338.0,16835764.992,72795
1674518400000,2023-01-24,FETUSDT,0.2849,0.2934,0.2567,0.266,63734528.0,17829220.4793,77799
1674432000000,2023-01-23,FETUSDT,0.2657,0.3071,0.2637,0.2849,153007200.0,44049105.2244,157449
1674345600000,2023-01-22,FETUSDT,0.2679,0.2838,0.2565,0.2657,78107140.0,21254088.6733,84213
1674259200000,2023-01-21,FETUSDT,0.2827,0.3071,0.2661,0.268,121047413.0,34793241.1929,134517
1674172800000,2023-01-20,FETUSDT,0.2721,0.2942,0.2587,0.2828,102125000.0,28157522.3114,94704
1674086400000,2023-01-19,FETUSDT,0.249,0.2746,0.2439,0.2722,102200958.0,26477807.7965,99056
1674000000000,2023-01-18,FETUSDT,0.279,0.2978,0.2377,0.2487,206045745.0,55393707.3429,182949
1673913600000,2023-01-17,FETUSDT,0.2295,0.284,0.2237,0.2793,234311928.0,61326802.1214,236563
1673827200000,2023-01-16,FETUSDT,0.2278,0.25,0.2176,0.2295,84714792.0,19771026.0837,66502
1673740800000,2023-01-15,FETUSDT,0.2381,0.248,0.2117,0.2277,105466287.0,24235469.6592,90945
1673654400000,2023-01-14,FETUSDT,0.2396,0.2658,0.2147,0.2384,162856227.0,39919278.2426,127158
1673568000000,2023-01-13,FETUSDT,0.2026,0.2565,0.201,0.2396,238470668.0,55423152.765,176406
1673481600000,2023-01-12,FETUSDT,0.1806,0.2183,0.1786,0.2026,184495572.0,36730104.6669,139604
1673395200000,2023-01-11,FETUSDT,0.1891,0.2083,0.1723,0.1806,204173611.0,38556884.4522,143100
1673308800000,2023-01-10,FETUSDT,0.153,0.1985,0.1462,0.189,228595839.0,39445641.9,148140
1673222400000,2023-01-09,FETUSDT,0.14,0.1727,0.1385,0.1531,154613895.0,24141481.1551,102615
1673136000000,2023-01-08,FETUSDT,0.1579,0.1688,0.1387,0.14,181412455.0,28310573.0732,128584
1673049600000,2023-01-07,FETUSDT,0.1242,0.1698,0.1237,0.1578,199831896.0,29139096.6122,134524
1672963200000,2023-01-06,FETUSDT,0.1069,0.1345,0.1066,0.1241,153809969.0,18939061.5193,88895
1672876800000,2023-01-05,FETUSDT,0.1118,0.114,0.1058,0.1069,41889754.0,4541979.9112,22659
1672790400000,2023-01-04,FETUSDT,0.1028,0.117,0.1014,0.1119,96984356.0,10652654.8285,53058
1672704000000,2023-01-03,FETUSDT,0.0966,0.1043,0.0961,0.1026,64219333.0,6428237.6701,32573
1672617600000,2023-01-02,FETUSDT,0.0914,0.1015,0.0901,0.0965,41969617.0,4030970.5054,21895
1672531200000,2023-01-01,FETUSDT,0.0916,0.0926,0.0899,0.0915,9182851.0,836801.7438,5905
1672444800000,2022-12-31,FETUSDT,0.0937,0.0945,0.091,0.0917,9758891.0,900921.2388,6103
1672358400000,2022-12-30,FETUSDT,0.0925,0.096,0.089,0.0937,23293107.0,2146393.265,15236
1672272000000,2022-12-29,FETUSDT,0.0958,0.099,0.0899,0.0925,28547227.0,2707142.1681,16063
1672185600000,2022-12-28,FETUSDT,0.0979,0.1032,0.0932,0.096,50517394.0,4989367.6855,27238
1672099200000,2022-12-27,FETUSDT,0.0991,0.1023,0.0956,0.098,43126807.0,4256091.0925,22731
1672012800000,2022-12-26,FETUSDT,0.0952,0.1058,0.0937,0.0992,71237952.0,7178807.1631,39238
1671926400000,2022-12-25,FETUSDT,0.0933,0.0988,0.0917,0.0951,39233684.0,3740116.8773,22252
1671840000000,2022-12-24,FETUSDT,0.0902,0.0956,0.0894,0.0933,22335376.0,2064715.5794,12946
1671753600000,2022-12-23,FETUSDT,0.0946,0.0964,0.0897,0.0903,28512075.0,2656462.8636,18044
1671667200000,2022-12-22,FETUSDT,0.0934,0.1007,0.0882,0.0946,82001886.0,7770304.4418,49389
1671580800000,2022-12-21,FETUSDT,0.0857,0.0968,0.0817,0.0934,82682511.0,7466237.229,46785
1671494400000,2022-12-20,FETUSDT,0.0844,0.0892,0.0843,0.0856,19888816.0,1725533.4921,11661
1671408000000,2022-12-19,FETUSDT,0.0879,0.0913,0.0833,0.0844,32662133.0,2881619.1342,17124
1671321600000,2022-12-18,FETUSDT,0.0896,0.0935,0.0859,0.0878,36708750.0,3268159.9064,22522
1671235200000,2022-12-17,FETUSDT,0.0909,0.0941,0.0857,0.0896,40148573.0,3590058.2397,21794
1671148800000,2022-12-16,FETUSDT,0.1028,0.1071,0.0896,0.0908,84247974.0,8366765.3457,45566
1671062400000,2022-12-15,FETUSDT,0.0996,0.1056,0.0956,0.1028,70075823.0,7004159.7124,38659
1670976000000,2022-12-14,FETUSDT,0.091,0.1138,0.0904,0.0997,141255542.0,14723429.5663,81473
1670889600000,2022-12-13,FETUSDT,0.0953,0.0988,0.0885,0.0911,55059843.0,5080797.8487,27721
1670803200000,2022-12-12,FETUSDT,0.104,0.1096,0.0939,0.0952,82528512.0,8387659.3835,50781
1670716800000,2022-12-11,FETUSDT,0.093,0.1139,0.0923,0.104,144969471.0,15097835.1065,82146
1670630400000,2022-12-10,FETUSDT,0.1202,0.128,0.0927,0.0931,183841142.0,19846757.6582,102919
1670544000000,2022-12-09,FETUSDT,0.0889,0.1313,0.0887,0.1202,518207141.0,57725035.0436,263571
1670457600000,2022-12-08,FETUSDT,0.0826,0.0993,0.0739,0.0887,282310446.0,24767082.4895,122658
1670371200000,2022-12-07,FETUSDT,0.07,0.084,0.065,0.0826,134086727.0,10085308.7503,57828
1670284800000,2022-12-06,FETUSDT,0.0683,0.0793,0.0673,0.0699,111062825.0,8092895.7724,47200
1670198400000,2022-12-05,FETUSDT,0.0632,0.075,0.0631,0.0682,170060261.0,11692993.5691,49484
1670112000000,2022-12-04,FETUSDT,0.0628,0.0659,0.0623,0.0633,16658955.0,1057020.4778,6159
1670025600000,2022-12-03,FETUSDT,0.0637,0.064,0.062,0.0627,10450282.0,658489.9735,3286
1669939200000,2022-12-02,FETUSDT,0.0621,0.0644,0.0615,0.0637,14154269.0,894286.6938,4909
1669852800000,2022-12-01,FETUSDT,0.0634,0.0645,0.0617,0.0621,16031612.0,1010153.4191,6121
1669766400000,2022-11-30,FETUSDT,0.0622,0.0642,0.0616,0.0632,21787861.0,1372384.4991,7876
1669680000000,2022-11-29,FETUSDT,0.0612,0.0639,0.0607,0.0622,22084447.0,1377305.1204,7683
1669593600000,2022-11-28,FETUSDT,0.0618,0.0638,0.0585,0.0612,27704941.0,1691130.5548,10579
1669507200000,2022-11-27,FETUSDT,0.0611,0.0667,0.0608,0.0621,33657218.0,2127827.16,12063
1669420800000,2022-11-26,FETUSDT,0.0621,0.0645,0.0604,0.0609,22416125.0,1396137.7434,7793
1669334400000,2022-11-25,FETUSDT,0.0629,0.0637,0.0594,0.0621,33301670.0,2056603.7942,12328
1669248000000,2022-11-24,FETUSDT,0.064,0.07,0.0605,0.0629,69447673.0,4449684.5618,25314
1669161600000,2022-11-23,FETUSDT,0.0569,0.0777,0.0563,0.0641,156575234.0,10654802.384,65915
1669075200000,2022-11-22,FETUSDT,0.0547,0.0569,0.0527,0.0569,17918656.0,982742.5002,6366
1668988800000,2022-11-21,FETUSDT,0.057,0.0571,0.054,0.0547,17452783.0,969010.2531,6579
1668902400000,2022-11-20,FETUSDT,0.0598,0.0625,0.0567,0.0571,17054734.0,1019551.4557,6771
1668816000000,2022-11-19,FETUSDT,0.06,0.0607,0.0592,0.0599,8713345.0,521162.9936,2286
1668729600000,2022-11-18,FETUSDT,0.0601,0.0618,0.0594,0.06,8782934.0,528949.0696,3278
1668643200000,2022-11-17,FETUSDT,0.0607,0.0615,0.0593,0.0603,5310811.0,320622.4054,2808
1668556800000,2022-11-16,FETUSDT,0.0626,0.0642,0.0596,0.0608,8452289.0,521814.0486,4350
1668470400000,2022-11-15,FETUSDT,0.0633,0.0646,0.061,0.0625,12576851.0,788498.9726,5581
1668384000000,2022-11-14,FETUSDT,0.0602,0.0638,0.0569,0.0634,16698188.0,1001037.5666,8128
1668297600000,2022-11-13,FETUSDT,0.0616,0.0635,0.0584,0.0601,15255579.0,927511.6063,6762
1668211200000,2022-11-12,FETUSDT,0.0651,0.0655,0.0614,0.0617,9074142.0,573311.1567,4427
1668124800000,2022-11-11,FETUSDT,0.0688,0.0691,0.0621,0.0649,19934431.0,1301153.4659,7999
1668038400000,2022-11-10,FETUSDT,0.0598,0.0707,0.059,0.0689,27065596.0,1785844.2237,11152
1667952000000,2022-11-09,FETUSDT,0.077,0.0775,0.0578,0.06,41272196.0,2765815.4038,16683
1667865600000,2022-11-08,FETUSDT,0.0878,0.0892,0.0715,0.0771,33889339.0,2738302.24,14959
1667779200000,2022-11-07,FETUSDT,0.0887,0.0914,0.086,0.0879,14332224.0,1269539.1893,8084
1667692800000,2022-11-06,FETUSDT,0.0887,0.1017,0.0878,0.0887,42045615.0,3966216.7896,23777
1667606400000,2022-11-05,FETUSDT,0.0904,0.0944,0.0883,0.0888,16867375.0,1534518.8419,8074
1667520000000,2022-11-04,FETUSDT,0.0872,0.093,0.0862,0.0905,34510803.0,3085412.6272,14147
1667433600000,2022-11-03,FETUSDT,0.0801,0.093,0.08,0.0871,43084354.0,3704375.915,18339
1667347200000,2022-11-02,FETUSDT,0.0827,0.0834,0.0789,0.0801,16125454.0,1305742.346,7621
1667260800000,2022-11-01,FETUSDT,0.0851,0.0858,0.0819,0.0827,12801592.0,1065985.1112,6241
1667174400000,2022-10-31,FETUSDT,0.0842,0.0868,0.0833,0.0851,17990536.0,1529918.5761,5503
1667088000000,2022-10-30,FETUSDT,0.0841,0.0865,0.083,0.084,12976706.0,1100621.5554,7261
1667001600000,2022-10-29,FETUSDT,0.0823,0.088,0.0821,0.0842,20022535.0,1694126.9625,8754
1666915200000,2022-10-28,FETUSDT,0.0809,0.0835,0.0803,0.0822,9493762.0,777075.7533,4543
1666828800000,2022-10-27,FETUSDT,0.0817,0.0845,0.0805,0.081,14770717.0,1220325.8281,7138
1666742400000,2022-10-26,FETUSDT,0.0817,0.0839,0.0813,0.0818,11614604.0,957433.8429,6038
1666656000000,2022-10-25,FETUSDT,0.0804,0.0839,0.0793,0.0816,13979457.0,1135525.0629,5723
1666569600000,2022-10-24,FETUSDT,0.0814,0.0818,0.0794,0.0804,12439735.0,999167.8489,3730
1666483200000,2022-10-23,FETUSDT,0.0814,0.0822,0.0798,0.0814,8252996.0,667761.0868,4043
1666396800000,2022-10-22,FETUSDT,0.0805,0.0832,0.0803,0.0813,12369622.0,1009878.9626,4559
1666310400000,2022-10-21,FETUSDT,0.0807,0.0823,0.0774,0.0805,13701725.0,1102484.2865,5656
1666224000000,2022-10-20,FETUSDT,0.0813,0.0821,0.079,0.0807,8966665.0,724114.0249,4588
1666137600000,2022-10-19,FETUSDT,0.0845,0.0854,0.0812,0.0813,11717581.0,974935.6227,5262
1666051200000,2022-10-18,FETUSDT,0.0873,0.0894,0.083,0.0846,24610739.0,2118369.2663,10027
1665964800000,2022-10-17,FETUSDT,0.0855,0.0893,0.0828,0.0871,33567923.0,2864169.0292,13207
1665878400000,2022-10-16,FETUSDT,0.0821,0.0945,0.0812,0.0853,55521194.0,4813632.0564,21453
1665792000000,2022-10-15,FETUSDT,0.0807,0.0848,0.0806,0.0821,20902855.0,1724429.2619,7108
1665705600000,2022-10-14,FETUSDT,0.0821,0.0846,0.0794,0.0807,33612096.0,2756931.6768,7596
1665619200000,2022-10-13,FETUSDT,0.0795,0.0848,0.0731,0.0821,55783400.0,4438365.0537,16831
1665532800000,2022-10-12,FETUSDT,0.0792,0.081,0.079,0.0796,21615708.0,1727566.0879,3448
1665446400000,2022-10-11,FETUSDT,0.0798,0.0827,0.0788,0.0793,20102224.0,1617746.3209,7074
1665360000000,2022-10-10,FETUSDT,0.0827,0.0844,0.0797,0.0798,23634745.0,1941154.0621,6269
1665273600000,2022-10-09,FETUSDT,0.081,0.0833,0.0797,0.0826,45665838.0,3744050.9669,6252
1665187200000,2022-10-08,FETUSDT,0.0799,0.0887,0.0796,0.0811,45119622.0,3692920.3861,9290
1665100800000,2022-10-07,FETUSDT,0.0807,0.0814,0.0787,0.08,8161052.0,653970.619,2777
1665014400000,2022-10-06,FETUSDT,0.0813,0.0824,0.0801,0.0807,8592197.0,699716.9341,3042
1664928000000,2022-10-05,FETUSDT,0.0823,0.0828,0.0798,0.0813,9635605.0,781601.7805,3546
1664841600000,2022-10-04,FETUSDT,0.0808,0.083,0.0802,0.0823,9947524.0,811431.747,4016
1664755200000,2022-10-03,FETUSDT,0.0788,0.0822,0.0781,0.0808,15035227.0,1205833.7543,5338
1664668800000,2022-10-02,FETUSDT,0.0811,0.0813,0.078,0.0789,12790854.0,1025908.2454,4484
1664582400000,2022-10-01,FETUSDT,0.0827,0.0835,0.081,0.081,6934414.0,569991.5866,3782
1664496000000,2022-09-30,FETUSDT,0.0829,0.0841,0.0812,0.0827,15641284.0,1293459.6147,5202
1664409600000,2022-09-29,FETUSDT,0.0849,0.0858,0.0807,0.0829,22509993.0,1871238.263,6994
1664323200000,2022-09-28,FETUSDT,0.0815,0.0912,0.0789,0.0848,54597896.0,4609747.0486,17792
1664236800000,2022-09-27,FETUSDT,0.0811,0.0856,0.0798,0.0814,21804919.0,1803299.6138,7792
1664150400000,2022-09-26,FETUSDT,0.0801,0.0813,0.0785,0.0812,15098439.0,1209314.5445,5357
1664064000000,2022-09-25,FETUSDT,0.0824,0.0835,0.0796,0.0801,13743750.0,1121206.2164,4025
1663977600000,2022-09-24,FETUSDT,0.0852,0.086,0.0819,0.0823,15336287.0,1285467.5275,5041
1663891200000,2022-09-23,FETUSDT,0.0828,0.0879,0.0819,0.0852,24182267.0,2046566.0506,9264
1663804800000,2022-09-22,FETUSDT,0.0791,0.0834,0.0789,0.0827,14436911.0,1178153.4899,4923
1663718400000,2022-09-21,FETUSDT,0.0824,0.0874,0.0777,0.0792,35747808.0,2935836.0045,12917
1663632000000,2022-09-20,FETUSDT,0.0827,0.0861,0.0811,0.0826,19194786.0,1593037.9376,5756
1663545600000,2022-09-19,FETUSDT,0.0809,0.0853,0.0794,0.0827,21758548.0,1790024.4496,6634
1663459200000,2022-09-18,FETUSDT,0.0886,0.0897,0.0802,0.0809,18252825.0,1567468.2397,7161
1663372800000,2022-09-17,FETUSDT,0.0865,0.0913,0.0865,0.0888,11600070.0,1032990.3981,4380
1663286400000,2022-09-16,FETUSDT,0.0917,0.0922,0.0856,0.0866,39939053.0,3530874.5931,13873
1663200000000,2022-09-15,FETUSDT,0.0916,0.099,0.0871,0.0918,55447146.0,5127187.7684,19560
1663113600000,2022-09-14,FETUSDT,0.0863,0.0988,0.0831,0.0915,50321187.0,4644806.7884,18817
1663027200000,2022-09-13,FETUSDT,0.0912,0.092,0.0841,0.0863,23802395.0,2110229.2565,8996
1662940800000,2022-09-12,FETUSDT,0.0949,0.0987,0.0893,0.0912,29241549.0,2726886.8524,11360
1662854400000,2022-09-11,FETUSDT,0.0988,0.1014,0.0937,0.0949,19487898.0,1876801.7619,8621
1662768000000,2022-09-10,FETUSDT,0.0953,0.104,0.0934,0.0989,38106922.0,3779302.168,15672
1662681600000,2022-09-09,FETUSDT,0.093,0.097,0.0908,0.0953,33772052.0,3169650.2367,13352
1662595200000,2022-09-08,FETUSDT,0.0973,0.0999,0.0896,0.0931,65837308.0,6168836.5498,25896
1662508800000,2022-09-07,FETUSDT,0.077,0.1045,0.0756,0.0972,261655481.0,24713182.2678,87882
1662422400000,2022-09-06,FETUSDT,0.0821,0.0842,0.0758,0.077,22182983.0,1782476.9161,6766
1662336000000,2022-09-05,FETUSDT,0.083,0.0835,0.0808,0.082,13842388.0,1137890.8159,2664
1662249600000,2022-09-04,FETUSDT,0.0827,0.0832,0.0803,0.0831,14554557.0,1193065.6465,2789
1662163200000,2022-09-03,FETUSDT,0.0808,0.0847,0.08,0.0826,14295106.0,1165511.2501,2994
1662076800000,2022-09-02,FETUSDT,0.0818,0.0856,0.0794,0.0808,20270653.0,1676387.6698,4141
1661990400000,2022-09-01,FETUSDT,0.0812,0.0824,0.0792,0.0819,14578835.0,1179904.637,3452
1661904000000,2022-08-31,FETUSDT,0.0803,0.0848,0.0801,0.0812,15384704.0,1258688.2846,4253
1661817600000,2022-08-30,FETUSDT,0.0844,0.0855,0.0786,0.0801,13446029.0,1102412.5869,4676
1661731200000,2022-08-29,FETUSDT,0.0777,0.0848,0.0776,0.0843,11885250.0,970374.9777,4191
1661644800000,2022-08-28,FETUSDT,0.085,0.0852,0.0775,0.0778,17954425.0,1475384.2633,5392
1661558400000,2022-08-27,FETUSDT,0.0858,0.0864,0.0831,0.085,14362295.0,1219235.1664,3746
1661472000000,2022-08-26,FETUSDT,0.0912,0.0912,0.0842,0.0857,21919233.0,1933167.3117,6522
1661385600000,2022-08-25,FETUSDT,0.0909,0.0931,0.0898,0.0912,14291052.0,1305524.3351,4480
1661299200000,2022-08-24,FETUSDT,0.0919,0.0936,0.0893,0.0908,10516654.0,964246.1306,4531
1661212800000,2022-08-23,FETUSDT,0.0895,0.0967,0.0876,0.0918,35448343.0,3247644.8166,12476
1661126400000,2022-08-22,FETUSDT,0.0888,0.0898,0.0846,0.0895,21020280.0,1838265.0108,4808
1661040000000,2022-08-21,FETUSDT,0.0853,0.0954,0.085,0.0888,31578244.0,2870113.0175,12398
1660953600000,2022-08-20,FETUSDT,0.0842,0.0884,0.0822,0.0853,20382038.0,1739482.7569,5624
1660867200000,2022-08-19,FETUSDT,0.0944,0.0944,0.0832,0.0842,31487627.0,2728567.5811,11346
1660780800000,2022-08-18,FETUSDT,0.1021,0.1028,0.094,0.0944,24765521.0,2438000.7594,8429
1660694400000,2022-08-17,FETUSDT,0.1075,0.1133,0.0985,0.1019,42869023.0,4486072.2128,15580
1660608000000,2022-08-16,FETUSDT,0.1004,0.1179,0.1004,0.1076,152803445.0,16809213.903,56854
1660521600000,2022-08-15,FETUSDT,0.0994,0.105,0.0954,0.1003,30371857.0,3038414.3972,10622
1660435200000,2022-08-14,FETUSDT,0.1005,0.1054,0.0966,0.0995,29974013.0,3040511.4783,9748
1660348800000,2022-08-13,FETUSDT,0.1037,0.1057,0.1001,0.1005,25713901.0,2650347.3535,9870
1660262400000,2022-08-12,FETUSDT,0.097,0.1051,0.0946,0.1037,27538069.0,2736473.8048,12443
1660176000000,2022-08-11,FETUSDT,0.1,0.1032,0.0964,0.097,30035577.0,3013634.3727,14120
1660089600000,2022-08-10,FETUSDT,0.0957,0.0999,0.092,0.0999,33947531.0,3287398.9753,14149
1660003200000,2022-08-09,FETUSDT,0.1017,0.1028,0.0935,0.0957,29946055.0,2924866.1692,12967
1659916800000,2022-08-08,FETUSDT,0.1041,0.1055,0.1008,0.1017,41100946.0,4273655.4107,13582
1659830400000,2022-08-07,FETUSDT,0.1017,0.1055,0.1,0.1043,30890940.0,3160791.2239,10879
1659744000000,2022-08-06,FETUSDT,0.101,0.104,0.1,0.1017,24823674.0,2527249.8809,10130
1659657600000,2022-08-05,FETUSDT,0.0964,0.1015,0.0964,0.1008,32523050.0,3220426.3362,13685
1659571200000,2022-08-04,FETUSDT,0.0956,0.106,0.0924,0.0964,79568087.0,7897621.4382,31056
1659484800000,2022-08-03,FETUSDT,0.0926,0.0981,0.0907,0.0956,29649911.0,2839848.3574,11406
1659398400000,2022-08-02,FETUSDT,0.0948,0.0973,0.091,0.0925,37855046.0,3563870.894,15692
1659312000000,2022-08-01,FETUSDT,0.0958,0.1065,0.0905,0.0948,51402656.0,4956918.0417,22503
1659225600000,2022-07-31,FETUSDT,0.0872,0.1054,0.087,0.0957,91425264.0,8749308.3924,36484
1659139200000,2022-07-30,FETUSDT,0.086,0.0943,0.0859,0.0873,44656163.0,3994926.224,15962
1659052800000,2022-07-29,FETUSDT,0.087,0.0902,0.0836,0.086,43044221.0,3750761.8554,16297
1658966400000,2022-07-28,FETUSDT,0.0812,0.0926,0.0797,0.0871,43735884.0,3723860.032,16124
1658880000000,2022-07-27,FETUSDT,0.0765,0.0813,0.0751,0.0812,27083436.0,2111703.1112,9337
1658793600000,2022-07-26,FETUSDT,0.0765,0.0768,0.0734,0.0763,14493869.0,1088306.8365,4998
1658707200000,2022-07-25,FETUSDT,0.0844,0.0849,0.0764,0.0766,18917579.0,1523482.5961,6598
1658620800000,2022-07-24,FETUSDT,0.0835,0.0876,0.0821,0.0844,18810304.0,1592891.2226,6408
1658534400000,2022-07-23,FETUSDT,0.0823,0.085,0.0805,0.0833,15103383.0,1250409.4908,4978
1658448000000,2022-07-22,FETUSDT,0.0851,0.089,0.0817,0.0822,24222428.0,2077576.7503,8112
1658361600000,2022-07-21,FETUSDT,0.0836,0.0869,0.0799,0.0852,29086946.0,2413333.4725,9138
1658275200000,2022-07-20,FETUSDT,0.0876,0.0934,0.0797,0.0835,68639045.0,5975652.1587,19965
1658188800000,2022-07-19,FETUSDT,0.0844,0.0913,0.0831,0.0875,58896091.0,5157902.3818,17026
1658102400000,2022-07-18,FETUSDT,0.0794,0.0859,0.0794,0.0846,37483658.0,3127957.8656,12062
1658016000000,2022-07-17,FETUSDT,0.0811,0.0829,0.0787,0.0794,26666393.0,2157069.4978,8132
1657929600000,2022-07-16,FETUSDT,0.0767,0.0826,0.0761,0.0812,58103589.0,4680900.0982,15003
1657843200000,2022-07-15,FETUSDT,0.0768,0.08,0.0752,0.0767,32314486.0,2520167.4268,9779
1657756800000,2022-07-14,FETUSDT,0.0741,0.0809,0.0737,0.0769,41818131.0,3184758.3269,12141
1657670400000,2022-07-13,FETUSDT,0.0686,0.0746,0.0662,0.0741,27050353.0,1918469.3126,8735
1657584000000,2022-07-12,FETUSDT,0.0719,0.0749,0.0682,0.0686,27549258.0,1948177.1537,7818
1657497600000,2022-07-11,FETUSDT,0.077,0.0774,0.0717,0.072,18220451.0,1367318.7316,6059
1657411200000,2022-07-10,FETUSDT,0.0818,0.0821,0.0766,0.077,32094249.0,2543786.0884,9338
1657324800000,2022-07-09,FETUSDT,0.0791,0.084,0.079,0.0818,21402359.0,1753220.9313,7906
1657238400000,2022-07-08,FETUSDT,0.0814,0.0835,0.0761,0.0789,31457006.0,2481827.5206,9439
1657152000000,2022-07-07,FETUSDT,0.0757,0.0829,0.075,0.0813,46181838.0,3679253.8519,12583
1657065600000,2022-07-06,FETUSDT,0.0741,0.0788,0.0731,0.0755,29238615.0,2202504.4556,7607
