Unix,Date,Symbol,Open,High,Low,Close,Volume ROSE,Volume USDT,tradecount
1701043200000,2023-11-27,ROSEUSDT,0.08092,0.08386,0.07645,0.08224,185544268.6,14769587.148195,103478
1700956800000,2023-11-26,ROSEUSDT,0.07771,0.08323,0.07771,0.08086,332049461.5,26757311.293277,177729
1700870400000,2023-11-25,ROSEUSDT,0.07364,0.078,0.07272,0.07769,99131279.3,7460432.606667,50363
1700784000000,2023-11-24,ROSEUSDT,0.07098,0.07582,0.07097,0.07365,142256584.2,10493192.054433,69530
1700697600000,2023-11-23,ROSEUSDT,0.07113,0.07228,0.06868,0.07095,77168540.4,5436646.434309,35432
1700611200000,2023-11-22,ROSEUSDT,0.06364,0.0713,0.0635,0.07111,168974370.6,11525707.878964,58257
1700524800000,2023-11-21,ROSEUSDT,0.07044,0.07222,0.06337,0.06368,223766218.9,15188664.459941,92285
1700438400000,2023-11-20,ROSEUSDT,0.07394,0.076,0.06973,0.07045,202671726.8,14784260.642608,76792
1700352000000,2023-11-19,ROSEUSDT,0.06776,0.07432,0.06621,0.07388,176781144.7,12453090.147216,65168
1700265600000,2023-11-18,ROSEUSDT,0.06619,0.06876,0.06179,0.06776,132355056.7,8675349.073488,55081
1700179200000,2023-11-17,ROSEUSDT,0.06674,0.06925,0.06315,0.06619,155088770.5,10248001.115998,59956
1700092800000,2023-11-16,ROSEUSDT,0.072,0.07347,0.06577,0.06679,199095968.6,13802458.312566,85745
1700006400000,2023-11-15,ROSEUSDT,0.06922,0.07306,0.06896,0.07196,142101667.6,10129393.09999,64406
1699920000000,2023-11-14,ROSEUSDT,0.06865,0.07475,0.06559,0.06919,210652742.9,14756930.982449,97236
1699833600000,2023-11-13,ROSEUSDT,0.07491,0.07638,0.06816,0.06866,176074172.0,12603546.359788,74110
1699747200000,2023-11-12,ROSEUSDT,0.07537,0.07785,0.07158,0.07489,142088160.4,10635494.687779,65499
1699660800000,2023-11-11,ROSEUSDT,0.0742,0.0778,0.07053,0.07536,197018198.7,14569192.472174,80168
1699574400000,2023-11-10,ROSEUSDT,0.06868,0.07512,0.06812,0.07418,243094927.0,17589785.68961,102079
1699488000000,2023-11-09,ROSEUSDT,0.06554,0.07195,0.0611,0.06872,268347567.9,18278308.680529,106374
1699401600000,2023-11-08,ROSEUSDT,0.06587,0.06669,0.06378,0.06554,109877206.7,7154636.255208,47578
1699315200000,2023-11-07,ROSEUSDT,0.07089,0.07105,0.06208,0.06591,200694677.8,13356019.653577,89381
1699228800000,2023-11-06,ROSEUSDT,0.06831,0.07249,0.06647,0.0709,156610723.6,10888251.788526,57670
1699142400000,2023-11-05,ROSEUSDT,0.06993,0.07045,0.06549,0.06832,140253871.0,9526300.063436,55562
1699056000000,2023-11-04,ROSEUSDT,0.06397,0.07195,0.06261,0.06993,334559918.6,22714258.589982,139948
1698969600000,2023-11-03,ROSEUSDT,0.05678,0.0645,0.05484,0.06397,242790695.4,14712072.228841,94127
1698883200000,2023-11-02,ROSEUSDT,0.05774,0.06042,0.05468,0.05678,239964822.5,13845396.673207,100432
1698796800000,2023-11-01,ROSEUSDT,0.05078,0.05788,0.0491,0.05779,190238082.1,10185403.990995,73968
1698710400000,2023-10-31,ROSEUSDT,0.05169,0.0527,0.04851,0.05079,108164469.5,5474719.872423,40690
1698624000000,2023-10-30,ROSEUSDT,0.05258,0.05425,0.05127,0.05168,93406327.2,4911522.68584,35751
1698537600000,2023-10-29,ROSEUSDT,0.0514,0.05332,0.05042,0.05257,60465195.7,3146203.497064,24908
1698451200000,2023-10-28,ROSEUSDT,0.05075,0.05242,0.05059,0.05136,63135699.9,3263075.72707,23008
1698364800000,2023-10-27,ROSEUSDT,0.05098,0.05247,0.04955,0.05072,74885490.4,3824275.575762,28684
1698278400000,2023-10-26,ROSEUSDT,0.05104,0.05358,0.04901,0.05095,141180847.5,7239692.136048,54057
1698192000000,2023-10-25,ROSEUSDT,0.04797,0.05133,0.04666,0.05109,164889330.6,8129777.31261,54723
1698105600000,2023-10-24,ROSEUSDT,0.04503,0.0495,0.04471,0.04801,209976980.9,9864481.702593,75708
1698019200000,2023-10-23,ROSEUSDT,0.04219,0.04539,0.04198,0.045,111562532.5,4840092.103587,33714
1697932800000,2023-10-22,ROSEUSDT,0.04212,0.04274,0.041,0.04219,49132860.7,2054723.195678,17535
1697846400000,2023-10-21,ROSEUSDT,0.0407,0.04259,0.04058,0.04211,53218151.8,2220772.33477,15995
1697760000000,2023-10-20,ROSEUSDT,0.04012,0.04154,0.04005,0.0407,51481428.4,2105616.140287,14538
1697673600000,2023-10-19,ROSEUSDT,0.04023,0.04041,0.03965,0.04015,43739826.4,1753122.27015,12719
1697587200000,2023-10-18,ROSEUSDT,0.04031,0.04079,0.03988,0.04025,54541473.0,2193005.980365,19111
1697500800000,2023-10-17,ROSEUSDT,0.04213,0.04216,0.04003,0.04031,53815683.0,2211214.305746,15101
1697414400000,2023-10-16,ROSEUSDT,0.04068,0.04314,0.04065,0.04213,72769724.3,3034701.044881,23488
1697328000000,2023-10-15,ROSEUSDT,0.04018,0.04085,0.04006,0.04067,25632211.4,1038671.83377,9843
1697241600000,2023-10-14,ROSEUSDT,0.04024,0.04058,0.0401,0.04017,22696135.0,915466.760778,7820
1697155200000,2023-10-13,ROSEUSDT,0.03996,0.04064,0.03986,0.04027,42051133.9,1692168.841863,11442
1697068800000,2023-10-12,ROSEUSDT,0.04039,0.04042,0.03947,0.03996,49458063.7,1977335.491921,11675
1696982400000,2023-10-11,ROSEUSDT,0.04009,0.0406,0.03924,0.04039,45525612.4,1820702.280781,20342
1696896000000,2023-10-10,ROSEUSDT,0.04026,0.04045,0.03964,0.04008,34973713.2,1402592.556906,13683
1696809600000,2023-10-09,ROSEUSDT,0.04136,0.04179,0.03923,0.04028,61276783.5,2473010.645741,20437
1696723200000,2023-10-08,ROSEUSDT,0.04126,0.04182,0.04061,0.04136,30944122.7,1274959.63967,11287
1696636800000,2023-10-07,ROSEUSDT,0.04116,0.04156,0.04084,0.04126,25686820.2,1058419.632281,9896
1696550400000,2023-10-06,ROSEUSDT,0.04083,0.04164,0.04061,0.04115,36020170.6,1481873.539879,13042
1696464000000,2023-10-05,ROSEUSDT,0.04124,0.04172,0.04041,0.04081,43782604.6,1797503.339326,15056
1696377600000,2023-10-04,ROSEUSDT,0.04123,0.04152,0.03964,0.04124,53292165.1,2173160.714672,20027
1696291200000,2023-10-03,ROSEUSDT,0.04171,0.04243,0.04091,0.04122,47719579.8,1987213.423745,18143
1696204800000,2023-10-02,ROSEUSDT,0.04382,0.04415,0.04127,0.04168,73861724.1,3160589.648885,26224
1696118400000,2023-10-01,ROSEUSDT,0.04164,0.04426,0.04153,0.04377,62304505.1,2678135.624133,21850
1696032000000,2023-09-30,ROSEUSDT,0.04185,0.0426,0.04152,0.04164,44147097.0,1850306.161047,14400
1695945600000,2023-09-29,ROSEUSDT,0.04164,0.04196,0.04101,0.04183,37708893.3,1568079.004246,15666
1695859200000,2023-09-28,ROSEUSDT,0.04123,0.0419,0.04107,0.04164,51127667.5,2120777.766561,18305
1695772800000,2023-09-27,ROSEUSDT,0.04136,0.04197,0.04021,0.04123,70412904.8,2895620.391958,34715
1695686400000,2023-09-26,ROSEUSDT,0.04103,0.04163,0.04068,0.04136,50727083.7,2083892.08505,18433
1695600000000,2023-09-25,ROSEUSDT,0.04129,0.04189,0.04073,0.04101,42602425.9,1761279.528865,15092
1695513600000,2023-09-24,ROSEUSDT,0.04204,0.04223,0.0411,0.0413,33003368.3,1376036.178441,13090
1695427200000,2023-09-23,ROSEUSDT,0.04282,0.0432,0.04182,0.04204,31355732.4,1326909.065518,11886
1695340800000,2023-09-22,ROSEUSDT,0.04284,0.04335,0.04231,0.04281,43136861.3,1849183.226966,16292
1695254400000,2023-09-21,ROSEUSDT,0.04332,0.04475,0.04217,0.04284,67196864.7,2910069.221225,23437
1695168000000,2023-09-20,ROSEUSDT,0.04331,0.04449,0.04268,0.04333,67772126.9,2944636.487141,22448
1695081600000,2023-09-19,ROSEUSDT,0.04167,0.0442,0.04148,0.04329,91270388.3,3934202.496839,24809
1694995200000,2023-09-18,ROSEUSDT,0.03998,0.04297,0.0396,0.04168,138267848.9,5782185.712888,33603
1694908800000,2023-09-17,ROSEUSDT,0.04063,0.04082,0.03919,0.03997,41165129.8,1651481.089483,12763
1694822400000,2023-09-16,ROSEUSDT,0.04084,0.04176,0.04036,0.04059,41765118.8,1710119.718348,14975
1694736000000,2023-09-15,ROSEUSDT,0.03984,0.04125,0.03967,0.04084,42230779.9,1699017.074391,13007
1694649600000,2023-09-14,ROSEUSDT,0.0393,0.04036,0.0389,0.03984,58188058.1,2317464.374179,17756
1694563200000,2023-09-13,ROSEUSDT,0.03804,0.03957,0.03788,0.0393,38612741.6,1501597.657364,13726
1694476800000,2023-09-12,ROSEUSDT,0.03753,0.03905,0.03746,0.03806,49947645.5,1910053.757722,17703
1694390400000,2023-09-11,ROSEUSDT,0.03872,0.03889,0.0368,0.03753,66385575.9,2498544.481701,22663
1694304000000,2023-09-10,ROSEUSDT,0.04007,0.04012,0.038,0.0387,44375207.0,1726144.862283,15349
1694217600000,2023-09-09,ROSEUSDT,0.04033,0.04033,0.0399,0.04007,30259737.8,1213501.778687,8639
1694131200000,2023-09-08,ROSEUSDT,0.04051,0.04078,0.03955,0.04034,42102265.8,1691752.257545,13272
1694044800000,2023-09-07,ROSEUSDT,0.04015,0.04072,0.03975,0.04052,39240328.3,1575961.320103,10961
1693958400000,2023-09-06,ROSEUSDT,0.04081,0.041,0.0394,0.04014,43900300.1,1765199.685042,13723
1693872000000,2023-09-05,ROSEUSDT,0.03979,0.04094,0.03946,0.0408,47786900.2,1927682.385865,14768
1693785600000,2023-09-04,ROSEUSDT,0.03964,0.04066,0.03942,0.03979,44814320.5,1793641.649612,13493
1693699200000,2023-09-03,ROSEUSDT,0.03971,0.03992,0.03916,0.03963,27733568.7,1098057.090661,10053
1693612800000,2023-09-02,ROSEUSDT,0.0389,0.03977,0.03883,0.03971,34921547.5,1371672.474054,11560
1693526400000,2023-09-01,ROSEUSDT,0.03971,0.03995,0.03824,0.0389,63347112.8,2476423.808219,17423
1693440000000,2023-08-31,ROSEUSDT,0.04144,0.04149,0.03876,0.0397,79586944.2,3209150.860871,21595
1693353600000,2023-08-30,ROSEUSDT,0.04246,0.04252,0.04113,0.04144,55874473.0,2335087.286049,16980
1693267200000,2023-08-29,ROSEUSDT,0.04061,0.04329,0.03972,0.04245,130457575.5,5452632.472701,26600
1693180800000,2023-08-28,ROSEUSDT,0.04011,0.04077,0.03944,0.04063,51204685.7,2059153.976848,17924
1693094400000,2023-08-27,ROSEUSDT,0.04012,0.04037,0.03978,0.04011,29903950.1,1198941.086089,9400
1693008000000,2023-08-26,ROSEUSDT,0.04023,0.04081,0.04007,0.04012,26711055.2,1081333.361334,8152
1692921600000,2023-08-25,ROSEUSDT,0.04021,0.04039,0.03905,0.04022,51715341.8,2060602.289391,16616
1692835200000,2023-08-24,ROSEUSDT,0.04132,0.04155,0.03956,0.04023,71231830.4,2900088.275734,24209
1692748800000,2023-08-23,ROSEUSDT,0.04004,0.04167,0.03993,0.04133,78037514.1,3184720.795852,23831
1692662400000,2023-08-22,ROSEUSDT,0.04024,0.04048,0.03841,0.04003,76652529.4,3027551.31427,22409
1692576000000,2023-08-21,ROSEUSDT,0.04153,0.04177,0.03929,0.04021,62136976.8,2512027.282911,17448
1692489600000,2023-08-20,ROSEUSDT,0.0415,0.04205,0.04114,0.0415,32483409.1,1351358.707263,7453
1692403200000,2023-08-19,ROSEUSDT,0.04114,0.04184,0.04083,0.04152,47509731.0,1959525.230022,12412
1692316800000,2023-08-18,ROSEUSDT,0.04047,0.04183,0.04037,0.04112,111708941.8,4596065.344758,30156
1692230400000,2023-08-17,ROSEUSDT,0.0428,0.04473,0.03767,0.04047,176226413.0,7288491.437049,43432
1692144000000,2023-08-16,ROSEUSDT,0.04571,0.04601,0.04122,0.0428,133735532.0,5821883.570398,27109
1692057600000,2023-08-15,ROSEUSDT,0.04787,0.048,0.04486,0.04573,80502890.7,3727450.316751,21087
1691971200000,2023-08-14,ROSEUSDT,0.04722,0.04872,0.04691,0.04787,66251999.2,3173720.91602,14752
1691884800000,2023-08-13,ROSEUSDT,0.04746,0.04784,0.04696,0.04722,34425025.7,1632281.519233,10707
1691798400000,2023-08-12,ROSEUSDT,0.04748,0.048,0.04718,0.04746,32823357.4,1563158.731889,10629
1691712000000,2023-08-11,ROSEUSDT,0.04712,0.04768,0.0468,0.0475,31542089.0,1492347.771702,8743
1691625600000,2023-08-10,ROSEUSDT,0.04697,0.0473,0.04657,0.04714,33527592.6,1573646.98366,8998
1691539200000,2023-08-09,ROSEUSDT,0.04704,0.04776,0.0463,0.04694,59531855.5,2803962.917323,15513
1691452800000,2023-08-08,ROSEUSDT,0.04649,0.04776,0.04586,0.047,71697316.5,3348819.173059,18204
1691366400000,2023-08-07,ROSEUSDT,0.04715,0.04776,0.0456,0.04649,59863460.8,2790741.239537,14853
1691280000000,2023-08-06,ROSEUSDT,0.04757,0.04789,0.0469,0.04717,40887655.1,1934942.15814,9841
1691193600000,2023-08-05,ROSEUSDT,0.04683,0.04801,0.04643,0.04757,47354189.2,2230941.118881,11764
1691107200000,2023-08-04,ROSEUSDT,0.04696,0.04764,0.04618,0.04682,49066217.9,2308487.242269,11225
1691020800000,2023-08-03,ROSEUSDT,0.04698,0.04759,0.0467,0.04696,46340648.6,2187541.812783,10167
1690934400000,2023-08-02,ROSEUSDT,0.04854,0.04887,0.04653,0.04697,65925269.5,3141447.228511,12580
1690848000000,2023-08-01,ROSEUSDT,0.04772,0.04854,0.0459,0.04854,66961678.0,3172543.348174,15648
1690761600000,2023-07-31,ROSEUSDT,0.04888,0.04928,0.04704,0.04767,79361519.9,3828013.347233,14935
1690675200000,2023-07-30,ROSEUSDT,0.05024,0.05032,0.04762,0.04887,55505283.7,2728562.436104,14835
1690588800000,2023-07-29,ROSEUSDT,0.05005,0.05041,0.04987,0.05023,25579557.7,1282628.252624,6738
1690502400000,2023-07-28,ROSEUSDT,0.04978,0.05058,0.04927,0.05006,44479229.5,2224259.532271,11686
1690416000000,2023-07-27,ROSEUSDT,0.05098,0.0516,0.04935,0.04974,68832504.8,3484309.164453,17765
1690329600000,2023-07-26,ROSEUSDT,0.05034,0.05198,0.04958,0.05096,78335190.4,3976097.714743,20097
1690243200000,2023-07-25,ROSEUSDT,0.05051,0.05083,0.04978,0.05034,47700032.2,2398423.666295,13299
1690156800000,2023-07-24,ROSEUSDT,0.0532,0.05364,0.04909,0.05049,126089627.6,6453902.868003,28521
1690070400000,2023-07-23,ROSEUSDT,0.05129,0.05448,0.05075,0.05321,148640452.0,7864351.69418,32734
1689984000000,2023-07-22,ROSEUSDT,0.0512,0.05207,0.05072,0.05126,73146661.8,3763624.385286,15858
1689897600000,2023-07-21,ROSEUSDT,0.05075,0.05162,0.05019,0.05117,74871423.3,3814963.477332,16239
1689811200000,2023-07-20,ROSEUSDT,0.04978,0.05232,0.04955,0.05074,97685552.1,4973063.453515,20988
1689724800000,2023-07-19,ROSEUSDT,0.04979,0.0508,0.04933,0.04975,63722019.4,3191920.935492,15602
1689638400000,2023-07-18,ROSEUSDT,0.05093,0.05145,0.0488,0.04981,70010629.3,3510253.096027,16691
1689552000000,2023-07-17,ROSEUSDT,0.04991,0.05145,0.04921,0.05092,81298320.6,4097238.126879,21767
1689465600000,2023-07-16,ROSEUSDT,0.05146,0.05168,0.04958,0.0499,45088556.3,2287952.641271,13513
1689379200000,2023-07-15,ROSEUSDT,0.05154,0.05234,0.05063,0.05146,57150206.0,2947822.817046,14507
1689292800000,2023-07-14,ROSEUSDT,0.0527,0.05479,0.0501,0.05154,166530713.1,8710806.592096,41340
1689206400000,2023-07-13,ROSEUSDT,0.04886,0.05285,0.04802,0.05271,133612518.1,6789515.27364,34529
1689120000000,2023-07-12,ROSEUSDT,0.04812,0.04919,0.04771,0.04883,55901469.0,2710498.166462,16170
1689033600000,2023-07-11,ROSEUSDT,0.04812,0.04901,0.04755,0.04808,45053387.8,2171888.365997,14682
1688947200000,2023-07-10,ROSEUSDT,0.04681,0.04911,0.04557,0.04807,69540739.2,3282267.729455,20352
1688860800000,2023-07-09,ROSEUSDT,0.0477,0.04832,0.04668,0.0468,42455054.4,2015759.746267,12072
1688774400000,2023-07-08,ROSEUSDT,0.04787,0.04935,0.04663,0.04771,60418863.3,2890498.790816,16331
1688688000000,2023-07-07,ROSEUSDT,0.04754,0.04828,0.04707,0.04787,54539560.0,2601949.074456,17138
1688601600000,2023-07-06,ROSEUSDT,0.04947,0.05128,0.04753,0.04757,136535763.6,6689082.646943,35999
1688515200000,2023-07-05,ROSEUSDT,0.0516,0.05294,0.04866,0.04948,97172870.6,4942360.015706,30694
1688428800000,2023-07-04,ROSEUSDT,0.05241,0.053,0.0509,0.05159,84156213.9,4367972.663569,22580
1688342400000,2023-07-03,ROSEUSDT,0.05089,0.0527,0.05041,0.05239,89549354.5,4647114.421066,28007
1688256000000,2023-07-02,ROSEUSDT,0.05152,0.0517,0.04975,0.05089,69934585.0,3542848.086056,21016
1688169600000,2023-07-01,ROSEUSDT,0.04952,0.05165,0.04889,0.05153,97301498.3,4912404.726673,26799
1688083200000,2023-06-30,ROSEUSDT,0.04645,0.04961,0.04392,0.0495,201879125.9,9594814.440125,53553
1687996800000,2023-06-29,ROSEUSDT,0.04618,0.04792,0.04587,0.04641,77774835.6,3648843.688972,20625
1687910400000,2023-06-28,ROSEUSDT,0.04985,0.04988,0.0452,0.04619,99109325.7,4721509.047696,27213
1687824000000,2023-06-27,ROSEUSDT,0.04876,0.05046,0.04855,0.04985,80764874.6,4008983.262433,18629
1687737600000,2023-06-26,ROSEUSDT,0.05106,0.05165,0.04813,0.04876,134633570.2,6756255.671225,32570
1687651200000,2023-06-25,ROSEUSDT,0.05102,0.0525,0.05002,0.05107,202151506.6,10315872.152474,43305
1687564800000,2023-06-24,ROSEUSDT,0.05123,0.0518,0.04935,0.05106,66750520.6,3382867.98429,17585
1687478400000,2023-06-23,ROSEUSDT,0.04967,0.05318,0.04955,0.05118,102345616.5,5243991.884329,29430
1687392000000,2023-06-22,ROSEUSDT,0.05149,0.05325,0.04959,0.04966,111610339.7,5710014.228191,32752
1687305600000,2023-06-21,ROSEUSDT,0.05,0.05238,0.04947,0.05149,134605698.8,6838309.941762,38698
1687219200000,2023-06-20,ROSEUSDT,0.04757,0.05006,0.04561,0.05001,84163205.2,4050274.299806,22478
1687132800000,2023-06-19,ROSEUSDT,0.04585,0.04805,0.04521,0.04757,71560645.4,3321517.538924,18485
1687046400000,2023-06-18,ROSEUSDT,0.04636,0.04748,0.04528,0.04583,76531292.4,3551909.793711,17622
1686960000000,2023-06-17,ROSEUSDT,0.04506,0.04715,0.04474,0.04633,51620195.2,2385166.406641,12676
1686873600000,2023-06-16,ROSEUSDT,0.04473,0.04558,0.04362,0.04506,64072173.3,2855510.647263,16971
1686787200000,2023-06-15,ROSEUSDT,0.04415,0.04582,0.043,0.04475,80381491.0,3555824.170274,23879
1686700800000,2023-06-14,ROSEUSDT,0.04506,0.04657,0.04316,0.04418,77816210.8,3506808.760514,21879
1686614400000,2023-06-13,ROSEUSDT,0.04402,0.048,0.04376,0.04504,108157919.6,4929748.044464,31335
1686528000000,2023-06-12,ROSEUSDT,0.04367,0.04463,0.04175,0.04401,101427683.0,4420834.436925,23849
1686441600000,2023-06-11,ROSEUSDT,0.04428,0.04476,0.04226,0.04368,105248639.9,4584065.526392,32912
1686355200000,2023-06-10,ROSEUSDT,0.04995,0.0501,0.04163,0.04425,274141040.2,12133653.442027,75852
1686268800000,2023-06-09,ROSEUSDT,0.04998,0.05097,0.049,0.04993,63045252.8,3164179.825019,18368
1686182400000,2023-06-08,ROSEUSDT,0.04967,0.05125,0.048,0.04992,94562408.7,4701118.413143,29429
1686096000000,2023-06-07,ROSEUSDT,0.05391,0.05391,0.04924,0.0497,134156877.8,6923078.440631,38352
1686009600000,2023-06-06,ROSEUSDT,0.05212,0.05508,0.05132,0.0539,132521380.5,7103044.764066,41400
1685923200000,2023-06-05,ROSEUSDT,0.05698,0.05739,0.0494,0.05212,218720165.3,11659690.774309,63397
1685836800000,2023-06-04,ROSEUSDT,0.05455,0.05833,0.05424,0.05698,138076087.8,7796423.697934,39640
1685750400000,2023-06-03,ROSEUSDT,0.05394,0.05572,0.05339,0.05454,75167849.8,4106338.399739,20952
1685664000000,2023-06-02,ROSEUSDT,0.05269,0.05431,0.05205,0.05394,71832945.5,3853746.157127,20800
1685577600000,2023-06-01,ROSEUSDT,0.05206,0.05356,0.05082,0.05273,67891306.1,3556614.716909,19714
1685491200000,2023-05-31,ROSEUSDT,0.05365,0.05444,0.05096,0.05205,76367350.6,3991943.76114,22770
1685404800000,2023-05-30,ROSEUSDT,0.05248,0.05422,0.05207,0.05366,83552380.2,4443487.183718,25768
1685318400000,2023-05-29,ROSEUSDT,0.05324,0.05371,0.05187,0.05248,49837688.9,2624924.05118,14587
1685232000000,2023-05-28,ROSEUSDT,0.05183,0.0538,0.05152,0.05326,95081257.1,4995497.3117,25737
1685145600000,2023-05-27,ROSEUSDT,0.05112,0.05188,0.05061,0.05184,74225816.2,3813127.830619,22736
1685059200000,2023-05-26,ROSEUSDT,0.05093,0.05173,0.05033,0.0511,64008994.8,3266731.023243,19137
1684972800000,2023-05-25,ROSEUSDT,0.05075,0.05154,0.04921,0.0509,71591178.9,3625200.841345,19308
1684886400000,2023-05-24,ROSEUSDT,0.05241,0.05294,0.05,0.05073,99082197.3,5072070.655331,31535
1684800000000,2023-05-23,ROSEUSDT,0.05205,0.05328,0.05165,0.05242,57396760.1,3010965.418474,15191
1684713600000,2023-05-22,ROSEUSDT,0.05159,0.05245,0.05052,0.05202,62438362.8,3221042.528884,17607
1684627200000,2023-05-21,ROSEUSDT,0.05304,0.0532,0.05131,0.05159,48916955.6,2557156.750797,20988
1684540800000,2023-05-20,ROSEUSDT,0.05285,0.0534,0.052,0.05304,48012447.9,2530329.774265,19204
1684454400000,2023-05-19,ROSEUSDT,0.05328,0.0541,0.05273,0.05286,88344929.4,4713591.608453,25744
1684368000000,2023-05-18,ROSEUSDT,0.05444,0.055,0.05206,0.05325,114306272.1,6155033.873334,29398
1684281600000,2023-05-17,ROSEUSDT,0.05389,0.05521,0.05187,0.05442,100609266.0,5405507.741399,30518
1684195200000,2023-05-16,ROSEUSDT,0.05328,0.05445,0.05235,0.0539,66518516.1,3551138.174122,19917
1684108800000,2023-05-15,ROSEUSDT,0.05307,0.055,0.05222,0.05328,79929423.6,4291869.934359,21306
1684022400000,2023-05-14,ROSEUSDT,0.05262,0.05345,0.05163,0.05313,59794052.0,3138357.455956,15733
1683936000000,2023-05-13,ROSEUSDT,0.05351,0.05352,0.05192,0.05259,61402935.1,3229416.669341,16618
1683849600000,2023-05-12,ROSEUSDT,0.05198,0.05358,0.04995,0.0535,149210724.8,7772515.326389,40459
1683763200000,2023-05-11,ROSEUSDT,0.05524,0.05524,0.05092,0.05196,141863358.9,7485755.664436,34097
1683676800000,2023-05-10,ROSEUSDT,0.05232,0.05657,0.05124,0.05525,225816252.6,12094221.059087,53578
1683590400000,2023-05-09,ROSEUSDT,0.05004,0.05255,0.04952,0.05233,128333348.2,6592409.450604,31815
1683504000000,2023-05-08,ROSEUSDT,0.0556,0.05613,0.0482,0.05002,302785785.7,15582582.34815,77112
1683417600000,2023-05-07,ROSEUSDT,0.05837,0.05855,0.05538,0.0556,98974247.5,5649958.502011,26399
1683331200000,2023-05-06,ROSEUSDT,0.06001,0.06058,0.0565,0.05838,109685874.4,6395079.982279,29761
1683244800000,2023-05-05,ROSEUSDT,0.05945,0.0611,0.05889,0.06001,107785825.6,6464920.713253,32828
1683158400000,2023-05-04,ROSEUSDT,0.06205,0.06245,0.0588,0.05947,101109360.9,6097928.422865,24719
1683072000000,2023-05-03,ROSEUSDT,0.06019,0.06291,0.05765,0.06207,128962900.9,7705911.462852,31400
1682985600000,2023-05-02,ROSEUSDT,0.0589,0.06074,0.05822,0.06016,87073738.9,5185975.345126,24218
1682899200000,2023-05-01,ROSEUSDT,0.06056,0.06122,0.05769,0.05891,119863335.1,7115809.644551,32850
1682812800000,2023-04-30,ROSEUSDT,0.06259,0.06314,0.06031,0.06056,89163086.9,5505942.716444,25426
1682726400000,2023-04-29,ROSEUSDT,0.06186,0.0635,0.06137,0.06259,93869473.3,5874543.439559,24460
1682640000000,2023-04-28,ROSEUSDT,0.06318,0.06333,0.06092,0.06184,104626441.3,6476506.83504,28676
1682553600000,2023-04-27,ROSEUSDT,0.06067,0.06481,0.0604,0.06317,204780842.1,12806025.773699,52995
1682467200000,2023-04-26,ROSEUSDT,0.06341,0.06551,0.05678,0.06069,278226144.9,17213680.580853,69469
1682380800000,2023-04-25,ROSEUSDT,0.06158,0.06411,0.05917,0.06342,189002582.6,11587457.815914,53497
1682294400000,2023-04-24,ROSEUSDT,0.06169,0.06374,0.05994,0.06152,157915846.2,9790897.492635,42266
1682208000000,2023-04-23,ROSEUSDT,0.06553,0.06576,0.06,0.06169,170713326.2,10623607.64875,41936
1682121600000,2023-04-22,ROSEUSDT,0.06138,0.06574,0.06067,0.06553,163343479.2,10264893.318658,42694
1682035200000,2023-04-21,ROSEUSDT,0.06725,0.06799,0.0609,0.06137,211756350.6,13630334.870224,56477
1681948800000,2023-04-20,ROSEUSDT,0.06932,0.07106,0.06645,0.06724,204440472.4,14083433.824418,59797
1681862400000,2023-04-19,ROSEUSDT,0.07891,0.07903,0.06762,0.06935,338900008.1,24710480.598813,92993
1681776000000,2023-04-18,ROSEUSDT,0.07315,0.08146,0.07161,0.07889,370662610.4,29061444.785625,100865
1681689600000,2023-04-17,ROSEUSDT,0.07692,0.07734,0.07197,0.07311,202586565.4,15028416.60455,52085
1681603200000,2023-04-16,ROSEUSDT,0.07241,0.07919,0.07156,0.07694,261351641.0,19652077.548577,70121
1681516800000,2023-04-15,ROSEUSDT,0.071,0.07596,0.06841,0.07238,319331976.6,23311512.100225,91234
1681430400000,2023-04-14,ROSEUSDT,0.06575,0.0716,0.06522,0.071,298969261.6,20328001.537988,77899
1681344000000,2023-04-13,ROSEUSDT,0.06179,0.06599,0.06101,0.06577,155348855.0,9908806.533506,44616
1681257600000,2023-04-12,ROSEUSDT,0.06151,0.06257,0.05879,0.06179,165709441.4,10009736.652475,44971
1681171200000,2023-04-11,ROSEUSDT,0.06182,0.06248,0.06131,0.06152,108113770.4,6698485.872322,30959
1681084800000,2023-04-10,ROSEUSDT,0.05973,0.06221,0.0593,0.06183,121248317.3,7350059.044569,36258
1680998400000,2023-04-09,ROSEUSDT,0.05863,0.06021,0.05754,0.05973,71294713.1,4184425.920208,24542
1680912000000,2023-04-08,ROSEUSDT,0.05894,0.05988,0.05783,0.05862,77740955.3,4580577.58266,21519
1680825600000,2023-04-07,ROSEUSDT,0.06018,0.06071,0.05822,0.05894,87081695.6,5146718.25235,24608
1680739200000,2023-04-06,ROSEUSDT,0.06124,0.06199,0.05912,0.06017,116930679.2,7043788.827498,31795
1680652800000,2023-04-05,ROSEUSDT,0.05961,0.06343,0.05905,0.06126,224301079.8,13780984.746323,61928
1680566400000,2023-04-04,ROSEUSDT,0.05957,0.06015,0.05827,0.0596,130133617.4,7726205.128874,38187
1680480000000,2023-04-03,ROSEUSDT,0.05877,0.06145,0.05655,0.05958,222675601.2,13109363.912377,75569
1680393600000,2023-04-02,ROSEUSDT,0.06123,0.06165,0.05784,0.05877,120696629.8,7196710.130882,36463
1680307200000,2023-04-01,ROSEUSDT,0.06088,0.06179,0.05972,0.06123,110389835.8,6710956.065426,33319
