Unix,Date,Symbol,Open,High,Low,Close,Volume ETH,Volume USDT,tradecount
1701561600000,2023-12-03,ETHUSDT,2164.75,2217.27,2149.0,2192.95,2.578.791.136,5.603.438.200.285.080,556948
1701475200000,2023-12-02,ETHUSDT,2087.24,2186.6,2086.25,2164.74,3.209.799.768,684.434.398.684.245,618401
1701388800000,2023-12-01,ETHUSDT,2051.95,2110.87,2045.04,2087.24,372.645.586,77.867.094.103.376,598646
1701302400000,2023-11-30,ETHUSDT,2028.8,2054.75,2020.85,2051.96,2.436.800.921,49.636.038.866.638.400,458227
1701216000000,2023-11-29,ETHUSDT,2048.14,2075.7,2019.31,2028.81,2.548.437.319,52.122.585.333.225,503614
1701129600000,2023-11-28,ETHUSDT,2027.5,2075.0,1995.15,2048.14,2.837.759.279,578.404.413.958.468,606358
1701043200000,2023-11-27,ETHUSDT,2062.34,2071.24,1985.78,2027.5,3.260.732.298,66.067.330.274.006,622522
1700956800000,2023-11-26,ETHUSDT,2083.1,2094.99,2036.42,2062.33,2.412.629.136,49.931.426.083.391.500,510922
1700870400000,2023-11-25,ETHUSDT,2080.84,2090.54,2065.3,2083.09,138.847.393,288.887.833.978.004,350920
1700784000000,2023-11-24,ETHUSDT,2062.21,2133.02,2059.37,2080.84,4.269.325.402,894.370.772.518.114,672044
1700697600000,2023-11-23,ETHUSDT,2063.22,2088.94,2040.35,2062.2,2.509.606.958,517.482.313.452.256,527877
1700611200000,2023-11-22,ETHUSDT,1933.01,2092.46,1928.41,2063.21,4.661.205.109,94.377.652.565.738,796700
1700524800000,2023-11-21,ETHUSDT,2021.41,2034.6,1931.43,1933.01,4.901.639.863,9.743.041.423.971.740,888864
1700438400000,2023-11-20,ETHUSDT,2011.47,2066.4,1990.0,2021.4,421.717.679,854.002.757.451.172,751621
1700352000000,2023-11-19,ETHUSDT,1962.59,2015.75,1942.89,2011.47,2.511.326.192,494.600.634.891.146,506631
1700265600000,2023-11-18,ETHUSDT,1960.82,1971.22,1916.0,1962.6,2.793.682.208,543.924.395.733.028,535494
1700179200000,2023-11-17,ETHUSDT,1961.77,1991.5,1904.0,1960.82,4.011.005.069,783.561.858.011.889,788071
1700092800000,2023-11-16,ETHUSDT,2058.49,2090.4,1939.1,1961.77,5.452.861.297,1.101.174.547.308.600,991673
1700006400000,2023-11-15,ETHUSDT,1979.4,2062.4,1967.01,2058.48,4.218.708.032,847.945.999.664,731745
1699920000000,2023-11-14,ETHUSDT,2053.65,2064.96,1936.6,1979.39,481.909.733,972.032.428.326.573,884487
1699833600000,2023-11-13,ETHUSDT,2044.69,2118.0,2028.49,2053.65,5.291.435.815,10.938.624.543.213.700,1025249
1699747200000,2023-11-12,ETHUSDT,2053.16,2066.5,2012.1,2044.68,281.907.559,57.715.345.951.571,556231
1699660800000,2023-11-11,ETHUSDT,2077.72,2089.6,2030.3,2053.17,3.709.660.372,7.637.967.374.093.750,675522
1699574400000,2023-11-10,ETHUSDT,2121.33,2136.99,2064.61,2077.72,5.555.736.495,1.167.220.520.828.260,880646
1699488000000,2023-11-09,ETHUSDT,1888.11,2132.0,1882.07,2121.32,11.003.303.237,220.048.437.892.985,1657379
1699401600000,2023-11-08,ETHUSDT,1885.26,1904.69,1872.51,1888.12,2.478.810.997,468.144.576.741.454,514836
1699315200000,2023-11-07,ETHUSDT,1900.95,1906.99,1850.32,1885.27,3.324.194.406,625.566.317.427.045,760921
1699228800000,2023-11-06,ETHUSDT,1891.71,1914.23,1868.48,1900.95,3.287.462.394,622.198.937.156.692,717293
1699142400000,2023-11-05,ETHUSDT,1855.54,1912.67,1846.11,1891.71,3.831.067.628,721.508.408.943.992,780672
1699056000000,2023-11-04,ETHUSDT,1832.7,1869.9,1824.03,1855.54,1.715.380.364,315.560.482.702.516,463794
1698969600000,2023-11-03,ETHUSDT,1800.79,1834.58,1777.11,1832.71,3.150.002.678,568.244.477.517.703,713592
1698883200000,2023-11-02,ETHUSDT,1846.99,1875.0,1785.01,1800.8,3.687.382.193,674.522.153.765.589,790110
1698796800000,2023-11-01,ETHUSDT,1814.67,1857.66,1783.19,1846.99,4.719.216.184,858.744.655.311.508,862416
1698710400000,2023-10-31,ETHUSDT,1809.03,1819.41,1780.99,1814.67,2.580.745.796,464.695.558.995.254,577888
1698624000000,2023-10-30,ETHUSDT,1795.14,1829.84,1777.77,1809.04,277.686.192,50.122.802.931.760.400,560359
1698537600000,2023-10-29,ETHUSDT,1776.21,1811.3,1762.66,1795.14,1.441.106.508,258.015.412.931.554,371024
1698451200000,2023-10-28,ETHUSDT,1779.41,1803.23,1770.0,1776.2,1.229.197.382,21.958.859.764.105,333711
1698364800000,2023-10-27,ETHUSDT,1803.39,1803.91,1744.66,1779.4,2.745.326.921,488.398.895.217.537,594592
1698278400000,2023-10-26,ETHUSDT,1787.15,1865.54,1762.21,1803.38,4.311.690.453,781.481.904.959.697,901019
1698192000000,2023-10-25,ETHUSDT,1784.98,1817.69,1760.0,1787.15,3.544.108.294,6.342.895.155.657.790,774777
1698105600000,2023-10-24,ETHUSDT,1765.47,1854.38,1756.21,1784.98,6.740.551.375,1.216.867.823.899.220,1308532
1698019200000,2023-10-23,ETHUSDT,1663.69,1800.0,1657.07,1765.46,6.109.319.663,10.441.215.680.990.500,1167834
1697932800000,2023-10-22,ETHUSDT,1628.94,1667.8,1621.1,1663.7,2.286.509.225,374.841.495.304.391,580843
1697846400000,2023-10-21,ETHUSDT,1603.88,1644.53,1592.36,1628.94,1.764.194.092,28.554.659.456.213,463033
1697760000000,2023-10-20,ETHUSDT,1566.57,1630.4,1561.19,1603.89,315.995.792,506.065.182.982.314,651738
1697673600000,2023-10-19,ETHUSDT,1563.45,1574.45,1541.61,1566.57,2.162.176.675,336.684.246.044.496,469598
1697587200000,2023-10-18,ETHUSDT,1565.01,1585.42,1555.88,1563.44,1.777.502.253,27.935.794.945.458,440577
1697500800000,2023-10-17,ETHUSDT,1599.41,1600.53,1551.08,1565.01,2.348.170.699,370.032.208.156.754,475213
1697414400000,2023-10-16,ETHUSDT,1557.78,1639.43,1555.06,1599.42,4.185.108.644,66.512.495.625.364,729569
1697328000000,2023-10-15,ETHUSDT,1554.94,1567.62,1547.44,1557.77,1.203.112.738,187.266.232.062.386,316951
1697241600000,2023-10-14,ETHUSDT,1552.16,1561.72,1544.55,1554.94,1.003.146.754,155.648.012.907.844,281561
1697155200000,2023-10-13,ETHUSDT,1539.61,1575.36,1537.76,1552.16,1.922.058.736,297.929.349.186.925,520123
1697068800000,2023-10-12,ETHUSDT,1566.86,1568.56,1521.0,1539.61,2.372.214.977,36.633.574.701.366.700,510960
1696982400000,2023-10-11,ETHUSDT,1567.62,1578.43,1544.26,1566.87,2.602.539.671,406.667.649.144.022,605321
1696896000000,2023-10-10,ETHUSDT,1580.13,1594.9,1550.55,1567.63,2.406.593.287,37.896.757.534.008.300,613660
1696809600000,2023-10-09,ETHUSDT,1632.85,1636.0,1546.0,1580.13,3.401.410.988,540.588.837.459.589,646240
1696723200000,2023-10-08,ETHUSDT,1633.56,1641.4,1616.17,1632.84,1.494.246.635,243.516.204.388.717,372636
1696636800000,2023-10-07,ETHUSDT,1645.03,1647.71,1630.03,1633.57,1.012.415.732,165.907.550.809.013,288695
1696550400000,2023-10-06,ETHUSDT,1611.79,1662.0,1611.68,1645.03,2.205.079.286,360.565.723.578.844,539488
1696464000000,2023-10-05,ETHUSDT,1646.58,1655.47,1606.73,1611.79,2.373.787.449,386.770.321.772.352,545845
1696377600000,2023-10-04,ETHUSDT,1656.88,1657.66,1625.0,1646.58,2.228.617.167,36.591.969.307.999,553269
1696291200000,2023-10-03,ETHUSDT,1662.41,1670.65,1643.0,1656.88,1.982.871.164,328.606.758.398.617,530016
1696204800000,2023-10-02,ETHUSDT,1733.8,1744.0,1636.79,1662.4,3.785.756.898,6.436.806.000.926.030,773990
1696118400000,2023-10-01,ETHUSDT,1670.89,1751.0,1668.0,1733.79,2.256.115.868,383.793.846.183.488,495195
1696032000000,2023-09-30,ETHUSDT,1667.45,1694.32,1666.19,1670.89,1.369.249.141,229.630.339.535.437,342315
1695945600000,2023-09-29,ETHUSDT,1653.0,1688.0,1648.37,1667.45,2.519.756.728,420.335.662.096.628,494615
1695859200000,2023-09-28,ETHUSDT,1598.63,1668.21,1598.14,1652.99,3.314.097.015,541.873.730.296.698,567825
1695772800000,2023-09-27,ETHUSDT,1594.02,1634.1,1583.5,1598.64,2.744.044.328,440.883.556.960.054,478489
1695686400000,2023-09-26,ETHUSDT,1588.34,1599.78,1580.05,1594.01,1.255.830.161,199.551.097.289.548,317309
1695600000000,2023-09-25,ETHUSDT,1580.71,1597.5,1563.01,1588.33,1.767.069.277,279.294.486.722.661,405042
1695513600000,2023-09-24,ETHUSDT,1593.85,1601.12,1570.01,1580.71,1.375.178.533,218.549.215.974.009,307377
1695427200000,2023-09-23,ETHUSDT,1593.07,1598.24,1587.45,1593.86,645.371.341,102.806.906.083.431,217950
1695340800000,2023-09-22,ETHUSDT,1583.94,1602.68,1576.58,1593.08,124.886.091,198.987.470.055.888,267398
1695254400000,2023-09-21,ETHUSDT,1622.27,1625.3,1567.77,1583.94,240.627.544,38.450.348.465.584.000,368163
1695168000000,2023-09-20,ETHUSDT,1643.13,1649.34,1604.51,1622.26,2.328.442.347,379.255.954.951.705,382581
1695081600000,2023-09-19,ETHUSDT,1636.66,1661.04,1626.32,1643.12,1.842.824.258,302.910.996.591.828,350549
1694995200000,2023-09-18,ETHUSDT,1622.48,1669.5,1603.88,1636.66,2.790.416.978,458.235.380.246.686,453410
1694908800000,2023-09-17,ETHUSDT,1634.4,1635.0,1612.0,1622.48,1.202.274.117,195.464.805.891.003,264713
1694822400000,2023-09-16,ETHUSDT,1641.3,1653.17,1631.31,1634.4,995.554.671,163.144.495.691.079,245713
1694736000000,2023-09-15,ETHUSDT,1626.48,1654.08,1611.42,1641.29,181.340.024,295.616.593.107.865,313776
1694649600000,2023-09-14,ETHUSDT,1607.61,1644.29,1607.05,1626.47,2.753.011.505,44.791.352.275.155,414952
1694563200000,2023-09-13,ETHUSDT,1592.97,1619.3,1581.88,1607.62,2.234.092.889,357.304.191.673.901,349327
1694476800000,2023-09-12,ETHUSDT,1551.84,1626.0,1549.67,1592.97,3.297.399.685,525.392.019.744.392,444268
1694390400000,2023-09-11,ETHUSDT,1617.42,1619.0,1531.01,1551.85,4.174.248.189,65.713.714.134.232,470056
1694304000000,2023-09-10,ETHUSDT,1635.53,1635.7,1600.0,1617.42,2.079.578.428,336.517.904.443.572,292581
1694217600000,2023-09-09,ETHUSDT,1636.43,1637.52,1629.74,1635.54,585.196.229,95.627.623.417.556,156305
1694131200000,2023-09-08,ETHUSDT,1648.11,1658.93,1616.21,1636.44,2.215.700.458,362.938.822.785.618,312966
1694044800000,2023-09-07,ETHUSDT,1633.15,1660.0,1623.4,1648.11,2.285.582.782,374.542.954.194.732,319517
1693958400000,2023-09-06,ETHUSDT,1634.46,1670.0,1609.2,1633.15,2.195.410.193,358.419.121.474.319,331227
1693872000000,2023-09-05,ETHUSDT,1630.52,1648.02,1609.69,1634.45,2.043.654.907,333.010.633.963.955,299045
1693785600000,2023-09-04,ETHUSDT,1635.84,1644.82,1616.32,1630.51,1.680.109.056,274.049.115.417.922,275381
1693699200000,2023-09-03,ETHUSDT,1637.02,1647.5,1625.14,1635.84,1.167.672.862,190.979.647.353.311,216339
1693612800000,2023-09-02,ETHUSDT,1629.13,1645.0,1628.03,1637.03,1.021.459.476,166.937.240.933.972,208209
1693526400000,2023-09-01,ETHUSDT,1645.77,1654.53,1602.33,1629.12,3.024.061.686,493.457.144.938.849,368740
1693440000000,2023-08-31,ETHUSDT,1705.23,1729.0,1630.0,1645.76,3.305.182.668,554.219.312.094.311,396774
1693353600000,2023-08-30,ETHUSDT,1729.41,1730.93,1694.34,1705.23,2.028.414.402,34.729.113.528.552,308391
1693267200000,2023-08-29,ETHUSDT,1653.08,1745.84,1640.0,1729.42,4.943.710.823,842.464.924.522.092,504683
1693180800000,2023-08-28,ETHUSDT,1658.33,1664.34,1621.75,1653.08,2.143.510.143,35.286.806.283.225,274580
1693094400000,2023-08-27,ETHUSDT,1647.03,1660.24,1646.32,1658.33,877.899.196,145.109.143.683.836,163046
1693008000000,2023-08-26,ETHUSDT,1653.79,1655.59,1644.0,1647.04,79.175.425,130.634.757.648.333,157980
1692921600000,2023-08-25,ETHUSDT,1661.16,1677.22,1635.51,1653.8,2.362.616.898,390.502.520.582.296,307211
1692835200000,2023-08-24,ETHUSDT,1679.61,1683.37,1635.28,1661.16,2.315.397.805,383.948.287.500.426,287178
1692748800000,2023-08-23,ETHUSDT,1635.0,1702.11,1629.05,1679.61,3.747.611.088,62.271.774.076.397,472134
1692662400000,2023-08-22,ETHUSDT,1667.56,1669.38,1580.0,1634.99,402.012.045,657.589.420.923.018,484314
1692576000000,2023-08-21,ETHUSDT,1685.23,1688.59,1649.4,1667.55,2.508.351.518,41.886.090.506.739.600,297843
1692489600000,2023-08-20,ETHUSDT,1669.68,1694.75,1662.03,1685.24,1.956.235.263,32.734.226.494.863,275035
1692403200000,2023-08-19,ETHUSDT,1661.6,1696.72,1654.31,1669.67,2.319.190.485,3.874.075.733.804,312174
1692316800000,2023-08-18,ETHUSDT,1681.49,1699.4,1641.02,1661.59,5.380.831.018,9.011.177.507.173.230,597838
1692230400000,2023-08-17,ETHUSDT,1807.81,1809.99,1550.0,1681.49,8.121.382.159,1.390.504.308.003.380,906515
1692144000000,2023-08-16,ETHUSDT,1828.98,1831.52,1798.17,1807.81,2.054.307.368,373.631.455.899.558,311372
1692057600000,2023-08-15,ETHUSDT,1845.5,1847.36,1814.0,1828.98,1.860.816.989,341.622.741.956.271,264314
1691971200000,2023-08-14,ETHUSDT,1840.73,1856.5,1835.0,1845.5,1.501.961.203,277.387.603.677.403,244296
1691884800000,2023-08-13,ETHUSDT,1849.94,1862.0,1834.51,1840.73,1.206.741.364,222.956.657.347.428,211874
1691798400000,2023-08-12,ETHUSDT,1848.84,1854.01,1846.08,1849.93,632.926.476,117.106.742.569.844,154110
1691712000000,2023-08-11,ETHUSDT,1852.47,1857.26,1838.05,1848.84,1.132.093.103,20.923.774.563.836,197546
1691625600000,2023-08-10,ETHUSDT,1855.36,1865.95,1845.38,1852.47,1.273.214.553,236.043.286.656.351,208017
1691539200000,2023-08-09,ETHUSDT,1856.3,1871.99,1846.28,1855.35,1.919.268.343,356.559.464.883.318,266834
1691452800000,2023-08-08,ETHUSDT,1829.1,1876.51,1826.33,1856.3,236336.03,436.891.258.634.858,322607
1691366400000,2023-08-07,ETHUSDT,1830.28,1847.0,1802.0,1829.1,2.240.929.059,40.916.659.289.164.800,289161
1691280000000,2023-08-06,ETHUSDT,1836.48,1838.58,1825.86,1830.28,904.039.915,165.701.947.019.345,169928
1691193600000,2023-08-05,ETHUSDT,1830.24,1839.0,1827.5,1836.48,936.573.255,171.683.574.022.643,174254
1691107200000,2023-08-04,ETHUSDT,1835.81,1851.31,1815.74,1830.23,1.876.994.552,344.687.096.602.038,256002
1691020800000,2023-08-03,ETHUSDT,1839.9,1859.12,1826.0,1835.81,171.148.052,31.508.175.038.648,254918
1690934400000,2023-08-02,ETHUSDT,1873.48,1879.74,1821.21,1839.9,2.542.130.553,470.466.371.262.786,331270
1690848000000,2023-08-01,ETHUSDT,1856.13,1875.62,1813.8,1873.47,3.584.760.966,659.100.582.108.448,411508
1690761600000,2023-07-31,ETHUSDT,1861.79,1877.4,1851.02,1856.14,1.682.044.534,313.517.086.161.755,246487
1690675200000,2023-07-30,ETHUSDT,1880.45,1885.3,1848.17,1861.79,1.586.575.902,296.504.225.221.497,247858
1690588800000,2023-07-29,ETHUSDT,1874.2,1886.58,1869.54,1880.46,728.670.269,13.667.632.867.955,166385
1690502400000,2023-07-28,ETHUSDT,1861.29,1883.39,1856.52,1874.19,1.386.957.147,259.228.467.502.262,219389
1690416000000,2023-07-27,ETHUSDT,1871.99,1886.11,1854.84,1861.28,1.637.664.259,30.646.358.740.202,252294
1690329600000,2023-07-26,ETHUSDT,1857.66,1888.0,1848.35,1872.0,2.720.905.333,507.049.348.717.311,319851
1690243200000,2023-07-25,ETHUSDT,1850.0,1868.71,1845.45,1857.66,152251.21,282.696.600.921.257,248856
1690156800000,2023-07-24,ETHUSDT,1888.74,1890.86,1833.19,1850.0,2.765.045.547,512.402.907.457.845,336366
1690070400000,2023-07-23,ETHUSDT,1866.52,1905.25,1857.82,1888.73,1.535.010.178,288.736.391.861.338,254227
1689984000000,2023-07-22,ETHUSDT,1891.73,1897.35,1851.18,1866.52,1.319.016.487,247.820.592.768.613,240897
1689897600000,2023-07-21,ETHUSDT,1891.59,1905.74,1884.64,1891.73,1.655.540.428,313.414.135.895.111,260385
1689811200000,2023-07-20,ETHUSDT,1888.64,1929.05,1878.0,1891.59,2.929.075.164,5.569.814.504.553.000,353180
1689724800000,2023-07-19,ETHUSDT,1897.21,1922.04,1882.17,1888.63,2.180.450.005,41.526.811.254.340.000,266831
1689638400000,2023-07-18,ETHUSDT,1911.21,1917.19,1875.73,1897.21,2.157.805.006,40.958.383.087.633.200,315100
1689552000000,2023-07-17,ETHUSDT,1922.12,1936.18,1873.26,1911.2,2.771.590.349,528.662.412.297.658,391391
1689465600000,2023-07-16,ETHUSDT,1931.41,1943.55,1914.0,1922.11,1.486.671.051,286.787.440.456.901,253770
1689379200000,2023-07-15,ETHUSDT,1937.82,1946.37,1926.23,1931.41,1.351.817.663,261.553.961.167.515,242818
1689292800000,2023-07-14,ETHUSDT,2004.49,2029.11,1898.39,1937.83,4.987.240.359,9.823.698.720.199,604687
1689206400000,2023-07-13,ETHUSDT,1871.82,2012.63,1862.59,2004.49,5.488.614.207,1.069.502.144.026.190,618276
1689120000000,2023-07-12,ETHUSDT,1878.31,1902.0,1864.37,1871.82,2.644.068.673,49.856.773.455.913.200,338468
1689033600000,2023-07-11,ETHUSDT,1880.41,1891.99,1862.38,1878.3,1.777.716.117,333.339.876.932.696,256360
1688947200000,2023-07-10,ETHUSDT,1862.81,1905.5,1846.63,1880.4,2.478.681.494,464.186.441.163.382,338462
1688860800000,2023-07-09,ETHUSDT,1865.24,1879.36,1856.15,1862.8,1.350.463.743,25.218.955.005.161,234925
1688774400000,2023-07-08,ETHUSDT,1870.92,1876.0,1842.8,1865.24,1.258.198.273,234.001.180.804.625,228589
1688688000000,2023-07-07,ETHUSDT,1846.17,1878.0,1826.0,1870.91,2.329.443.466,43.273.338.105.496.700,355260
1688601600000,2023-07-06,ETHUSDT,1910.35,1958.0,1846.0,1846.17,456.362.741,86.800.958.622.327,519031
1688515200000,2023-07-05,ETHUSDT,1936.19,1942.5,1894.51,1910.36,2.676.334.783,51.277.413.821.894.800,362985
1688428800000,2023-07-04,ETHUSDT,1955.55,1967.08,1931.58,1936.2,2.055.250.984,401.186.997.249.838,307691
1688342400000,2023-07-03,ETHUSDT,1937.49,1976.16,1933.55,1955.54,3.221.024.295,631.158.998.811.416,404084
1688256000000,2023-07-02,ETHUSDT,1924.5,1959.2,1885.75,1937.48,2.558.527.832,49.198.184.296.013.900,381133
1688169600000,2023-07-01,ETHUSDT,1933.8,1944.56,1909.44,1924.5,1.783.733.688,343.093.755.612.736,307019
1688083200000,2023-06-30,ETHUSDT,1851.99,1948.6,1825.01,1933.79,7.165.381.035,1.353.630.452.615.440,824889
1687996800000,2023-06-29,ETHUSDT,1828.03,1880.0,1827.84,1851.99,2.418.448.281,448.678.322.176.822,350823
1687910400000,2023-06-28,ETHUSDT,1889.58,1890.19,1816.56,1828.02,3.378.365.792,62.635.850.258.848,437585
1687824000000,2023-06-27,ETHUSDT,1858.97,1912.53,1855.19,1889.58,3.666.345.707,690.855.987.041.332,437184
1687737600000,2023-06-26,ETHUSDT,1898.8,1909.1,1837.18,1858.97,458.743.861,8.595.371.623.556.140,518009
1687651200000,2023-06-25,ETHUSDT,1874.95,1930.0,1868.83,1898.8,3.387.576.158,644.415.530.040.616,482753
1687564800000,2023-06-24,ETHUSDT,1892.63,1906.0,1864.77,1874.96,2.269.102.941,42.772.147.776.198,356654
1687478400000,2023-06-23,ETHUSDT,1872.0,1936.42,1861.01,1892.63,4.011.479.324,760.352.485.336.681,531784
1687392000000,2023-06-22,ETHUSDT,1889.1,1933.17,1865.98,1872.01,4.167.145.719,791.056.016.146.176,536410
1687305600000,2023-06-21,ETHUSDT,1791.99,1901.0,1787.38,1889.11,6.137.558.869,1.132.377.905.488.900,699689
1687219200000,2023-06-20,ETHUSDT,1737.1,1796.99,1714.72,1791.99,3.288.556.846,577.529.266.789.217,459724
1687132800000,2023-06-19,ETHUSDT,1720.95,1752.19,1698.0,1737.11,2.451.627.589,422.827.205.775.489,366143
1687046400000,2023-06-18,ETHUSDT,1727.75,1747.84,1712.0,1720.95,1.565.350.128,270.948.973.417.484,273858
1686960000000,2023-06-17,ETHUSDT,1717.91,1770.0,1714.26,1727.76,2.109.149.216,366.944.179.320.637,359758
1686873600000,2023-06-16,ETHUSDT,1666.96,1729.5,1649.86,1717.92,3.117.345.904,52.539.326.496.220.000,408176
1686787200000,2023-06-15,ETHUSDT,1650.95,1680.91,1626.01,1666.96,3.707.747.696,611.499.814.542.176,458568
1686700800000,2023-06-14,ETHUSDT,1740.12,1750.03,1630.43,1650.95,415.847.327,705.586.390.233.981,572996
1686614400000,2023-06-13,ETHUSDT,1742.57,1770.13,1724.22,1740.12,2.842.680.018,495.907.901.668.493,498880
1686528000000,2023-06-12,ETHUSDT,1752.77,1759.33,1720.0,1742.57,3.021.324.819,52.546.751.461.960.800,467392
1686441600000,2023-06-11,ETHUSDT,1751.52,1778.25,1738.72,1752.76,2.199.562.434,385.656.545.950.238,378921
1686355200000,2023-06-10,ETHUSDT,1840.37,1844.99,1715.03,1751.53,6.523.246.695,1.148.312.156.525.590,877410
1686268800000,2023-06-09,ETHUSDT,1845.65,1855.0,1827.0,1840.37,1.983.243.252,365.037.779.742.887,354623
1686182400000,2023-06-08,ETHUSDT,1832.12,1861.28,1828.31,1845.64,1.892.704.853,34.916.038.510.498,347990
1686096000000,2023-06-07,ETHUSDT,1884.65,1897.8,1821.18,1832.13,4.291.967.064,7.968.566.888.667.120,594071
1686009600000,2023-06-06,ETHUSDT,1810.49,1898.29,1797.18,1884.64,4.914.072.174,907.660.359.425.966,616201
1685923200000,2023-06-05,ETHUSDT,1890.0,1890.63,1778.0,1810.5,5.553.612.683,1.017.689.609.362.250,688879
1685836800000,2023-06-04,ETHUSDT,1892.05,1914.63,1884.22,1890.01,1.726.830.119,328.166.899.062.354,289973
1685750400000,2023-06-03,ETHUSDT,1906.69,1907.92,1881.6,1892.06,1.488.182.427,282.550.389.946.688,292512
1685664000000,2023-06-02,ETHUSDT,1861.78,1910.0,1847.51,1906.68,3.130.040.658,591.169.483.099.447,456788
1685577600000,2023-06-01,ETHUSDT,1873.63,1889.2,1840.0,1861.78,2.704.966.097,50.444.823.727.338,422899
1685491200000,2023-05-31,ETHUSDT,1900.58,1907.13,1846.95,1873.63,3.192.555.681,597.360.395.544.034,451133
1685404800000,2023-05-30,ETHUSDT,1892.6,1917.0,1881.19,1900.59,2.726.658.402,519.059.196.247.416,422249
1685318400000,2023-05-29,ETHUSDT,1908.64,1927.62,1873.65,1892.6,3.135.934.942,5.962.361.489.098.840,445895
1685232000000,2023-05-28,ETHUSDT,1829.89,1918.65,1823.6,1908.64,3.783.924.371,705.699.886.229.488,549727
1685145600000,2023-05-27,ETHUSDT,1827.8,1836.12,1812.18,1829.89,1.388.249.406,253.710.138.250.563,276383
1685059200000,2023-05-26,ETHUSDT,1805.61,1838.2,1796.99,1827.79,2.756.906.854,50.177.397.387.993.600,375854
1684972800000,2023-05-25,ETHUSDT,1799.89,1818.81,1761.41,1805.6,3.506.330.089,628.769.352.442.571,482899
1684886400000,2023-05-24,ETHUSDT,1854.06,1854.09,1777.6,1799.89,4.208.461.445,761.360.360.597.887,554307
1684800000000,2023-05-23,ETHUSDT,1817.36,1872.5,1815.24,1854.05,3.968.696.097,7.345.814.747.224.650,548587
1684713600000,2023-05-22,ETHUSDT,1804.91,1828.27,1792.01,1817.35,2.374.989.423,430.673.377.916.653,411867
1684627200000,2023-05-21,ETHUSDT,1819.42,1828.98,1797.21,1804.91,1.615.178.053,292.535.613.878.124,308391
1684540800000,2023-05-20,ETHUSDT,1812.31,1828.87,1807.06,1819.42,1.277.544.349,232.010.582.306.628,272744
1684454400000,2023-05-19,ETHUSDT,1800.56,1829.54,1796.81,1812.32,2.431.164.676,440.291.732.350.879,390917
1684368000000,2023-05-18,ETHUSDT,1822.12,1831.92,1771.12,1800.56,293.755.311,531.357.170.827.152,480171
1684281600000,2023-05-17,ETHUSDT,1824.21,1837.5,1783.68,1822.12,3.520.979.913,637.776.970.833.855,524718
1684195200000,2023-05-16,ETHUSDT,1816.21,1832.64,1796.2,1824.21,3.112.386.786,565.367.254.106.777,466058
1684108800000,2023-05-15,ETHUSDT,1799.2,1846.7,1785.05,1816.2,3.881.719.261,708.011.632.174.709,503728
1684022400000,2023-05-14,ETHUSDT,1795.12,1824.0,1789.82,1799.21,2.181.010.977,39.355.766.280.186,348092
1683936000000,2023-05-13,ETHUSDT,1807.45,1817.03,1785.23,1795.11,2.128.954.373,38.339.732.274.478.000,342566
1683849600000,2023-05-12,ETHUSDT,1794.31,1818.63,1740.0,1807.45,5.655.398.309,1.002.104.362.594.410,696930
1683763200000,2023-05-11,ETHUSDT,1840.83,1842.02,1772.68,1794.3,5.220.960.725,9.445.254.270.279.420,679625
1683676800000,2023-05-10,ETHUSDT,1846.53,1887.47,1790.51,1840.84,6.399.333.855,1.182.254.717.032.210,802140
1683590400000,2023-05-09,ETHUSDT,1847.55,1861.88,1830.99,1846.52,304.396.186,561.440.259.790.895,517737
1683504000000,2023-05-08,ETHUSDT,1870.41,1883.97,1810.73,1847.56,6.253.166.168,11.576.032.097.618.500,885693
1683417600000,2023-05-07,ETHUSDT,1896.33,1933.33,1867.59,1870.4,4.132.688.357,787.566.158.198.456,625667
1683331200000,2023-05-06,ETHUSDT,1993.3,2019.0,1860.0,1896.33,6.081.069.915,1.169.939.393.312.770,868626
1683244800000,2023-05-05,ETHUSDT,1877.07,1998.36,1875.65,1993.3,546.608.875,1.061.183.389.068.110,803612
1683158400000,2023-05-04,ETHUSDT,1905.12,1918.26,1866.71,1877.07,3.545.286.144,6.705.845.036.596.190,525802
1683072000000,2023-05-03,ETHUSDT,1870.09,1916.52,1842.64,1905.12,4.651.852.501,871.222.153.959.792,751579
1682985600000,2023-05-02,ETHUSDT,1830.73,1881.87,1822.94,1870.08,3.737.532.027,690.907.892.110.455,563768
1682899200000,2023-05-01,ETHUSDT,1870.08,1886.49,1806.12,1830.73,4.455.191.779,818.821.593.694.849,647788
1682812800000,2023-04-30,ETHUSDT,1907.79,1939.0,1866.16,1870.09,3.553.364.888,677.913.240.814.662,552933
1682726400000,2023-04-29,ETHUSDT,1890.93,1918.0,1883.05,1907.8,1.820.461.406,346.028.241.295.737,335962
1682640000000,2023-04-28,ETHUSDT,1908.68,1923.88,1873.94,1890.94,3.876.307.791,736.203.306.614.156,574483
1682553600000,2023-04-27,ETHUSDT,1866.01,1940.96,1861.19,1908.68,7.274.729.466,138.309.412.067.767,959609
1682467200000,2023-04-26,ETHUSDT,1866.1,1964.72,1785.0,1866.01,8.977.097.298,1.695.903.568.960.900,1182620
1682380800000,2023-04-25,ETHUSDT,1841.84,1877.86,1801.66,1866.1,4.578.706.047,8.392.264.213.782.460,631766
1682294400000,2023-04-24,ETHUSDT,1862.01,1890.0,1806.0,1841.84,4.478.640.517,826.968.889.241.232,682824
