Unix,Date,Symbol,Open,High,Low,Close,Volume ALICE,Volume USDT,tradecount
1699228800000,2023-11-06,ALICEUSDT,0.9,0.968,0.889,0.958,6002634.63,5607171.25054,30255
1699142400000,2023-11-05,ALICEUSDT,0.882,0.92,0.88,0.899,2358303.33,2121909.51672,16146
1699056000000,2023-11-04,ALICEUSDT,0.872,0.892,0.861,0.882,1320947.64,1159670.82696,13830
1698969600000,2023-11-03,ALICEUSDT,0.892,0.892,0.842,0.873,1439487.3,1243389.27685,18895
1698883200000,2023-11-02,ALICEUSDT,0.895,0.929,0.862,0.892,3270318.93,2954374.55664,30897
1698796800000,2023-11-01,ALICEUSDT,0.867,0.902,0.823,0.895,2597396.61,2223441.76272,24543
1698710400000,2023-10-31,ALICEUSDT,0.916,0.923,0.84,0.867,2084981.48,1834099.1278,20553
1698624000000,2023-10-30,ALICEUSDT,0.902,0.917,0.876,0.916,2188584.52,1965975.90808,19048
1698537600000,2023-10-29,ALICEUSDT,0.847,0.916,0.828,0.901,3304382.6,2902446.47892,24659
1698451200000,2023-10-28,ALICEUSDT,0.83,0.857,0.826,0.848,1346349.39,1132942.80935,11542
1698364800000,2023-10-27,ALICEUSDT,0.83,0.864,0.812,0.83,2106831.49,1759653.52619,17897
1698278400000,2023-10-26,ALICEUSDT,0.807,0.856,0.78,0.83,2508672.0,2065800.93257,21101
1698192000000,2023-10-25,ALICEUSDT,0.791,0.823,0.775,0.807,2055162.15,1641487.30322,16139
1698105600000,2023-10-24,ALICEUSDT,0.793,0.82,0.756,0.79,4529122.73,3578558.24994,28091
1698019200000,2023-10-23,ALICEUSDT,0.74,0.797,0.734,0.793,4174867.2,3165764.02264,23253
1697932800000,2023-10-22,ALICEUSDT,0.695,0.753,0.691,0.74,6887980.48,4999711.02218,31243
1697846400000,2023-10-21,ALICEUSDT,0.68,0.704,0.677,0.694,1106785.23,767249.29517,7220
1697760000000,2023-10-20,ALICEUSDT,0.658,0.693,0.65,0.68,1078682.07,731711.71334,7866
1697673600000,2023-10-19,ALICEUSDT,0.674,0.679,0.655,0.658,1452407.93,969618.4648,7913
1697587200000,2023-10-18,ALICEUSDT,0.706,0.721,0.672,0.674,1552044.39,1076715.57911,8620
1697500800000,2023-10-17,ALICEUSDT,0.712,0.738,0.697,0.707,3175744.05,2280614.59854,14769
1697414400000,2023-10-16,ALICEUSDT,0.688,0.737,0.687,0.712,2962019.05,2109961.07316,17166
1697328000000,2023-10-15,ALICEUSDT,0.683,0.723,0.681,0.688,2914400.99,2036003.96219,11985
1697241600000,2023-10-14,ALICEUSDT,0.67,0.685,0.666,0.682,558243.84,377213.44532,3180
1697155200000,2023-10-13,ALICEUSDT,0.671,0.683,0.667,0.669,1045101.61,704651.18439,5936
1697068800000,2023-10-12,ALICEUSDT,0.649,0.679,0.64,0.671,2321124.31,1541830.25273,11586
1696982400000,2023-10-11,ALICEUSDT,0.674,0.675,0.635,0.649,2003096.92,1305361.3777,10347
1696896000000,2023-10-10,ALICEUSDT,0.683,0.689,0.665,0.674,1069624.55,726461.95292,6037
1696809600000,2023-10-09,ALICEUSDT,0.705,0.714,0.661,0.683,2538241.64,1758728.44712,12779
1696723200000,2023-10-08,ALICEUSDT,0.699,0.722,0.686,0.704,1657315.82,1162357.00738,7595
1696636800000,2023-10-07,ALICEUSDT,0.709,0.713,0.689,0.699,812886.35,570921.48657,4655
1696550400000,2023-10-06,ALICEUSDT,0.699,0.716,0.697,0.709,849630.65,601272.91061,5437
1696464000000,2023-10-05,ALICEUSDT,0.694,0.711,0.692,0.698,1405407.77,986077.25274,7802
1696377600000,2023-10-04,ALICEUSDT,0.722,0.722,0.68,0.695,2483128.86,1720735.14608,14524
1696291200000,2023-10-03,ALICEUSDT,0.737,0.744,0.717,0.723,1252230.24,914534.18904,6877
1696204800000,2023-10-02,ALICEUSDT,0.763,0.771,0.725,0.737,1745014.58,1311916.83912,11462
1696118400000,2023-10-01,ALICEUSDT,0.734,0.772,0.732,0.763,1569268.6,1180196.08765,14083
1696032000000,2023-09-30,ALICEUSDT,0.733,0.742,0.73,0.734,1069353.06,786383.90127,12101
1695945600000,2023-09-29,ALICEUSDT,0.726,0.741,0.72,0.733,1797274.15,1314418.25386,15649
1695859200000,2023-09-28,ALICEUSDT,0.718,0.73,0.712,0.726,1790353.69,1290595.80409,16584
1695772800000,2023-09-27,ALICEUSDT,0.729,0.74,0.711,0.718,1593650.1,1153102.74862,15980
1695686400000,2023-09-26,ALICEUSDT,0.754,0.762,0.719,0.729,2001705.71,1486103.7191,14126
1695600000000,2023-09-25,ALICEUSDT,0.748,0.759,0.739,0.754,434852.62,327092.69852,4045
1695513600000,2023-09-24,ALICEUSDT,0.762,0.762,0.743,0.748,453907.43,342956.56448,4125
1695427200000,2023-09-23,ALICEUSDT,0.773,0.78,0.753,0.762,629198.22,481110.17048,4100
1695340800000,2023-09-22,ALICEUSDT,0.763,0.775,0.755,0.772,705748.53,540310.70024,5431
1695254400000,2023-09-21,ALICEUSDT,0.783,0.792,0.75,0.764,678394.87,520759.49653,7168
1695168000000,2023-09-20,ALICEUSDT,0.781,0.788,0.766,0.783,829374.22,644034.39128,7164
1695081600000,2023-09-19,ALICEUSDT,0.758,0.786,0.752,0.78,714991.36,552729.57702,7245
1694995200000,2023-09-18,ALICEUSDT,0.745,0.78,0.735,0.758,1056217.5,808149.63422,9424
1694908800000,2023-09-17,ALICEUSDT,0.781,0.781,0.739,0.745,1140345.14,866820.83966,8596
1694822400000,2023-09-16,ALICEUSDT,0.767,0.789,0.764,0.781,1071269.56,831728.28407,8067
1694736000000,2023-09-15,ALICEUSDT,0.745,0.769,0.742,0.766,686045.09,516114.70755,6194
1694649600000,2023-09-14,ALICEUSDT,0.739,0.78,0.732,0.745,1867613.51,1410334.34109,11351
1694563200000,2023-09-13,ALICEUSDT,0.726,0.758,0.721,0.739,1115960.65,828497.70994,9051
1694476800000,2023-09-12,ALICEUSDT,0.733,0.769,0.724,0.725,1182882.51,884303.17672,10138
1694390400000,2023-09-11,ALICEUSDT,0.763,0.772,0.715,0.733,1485034.24,1104349.90956,12930
1694304000000,2023-09-10,ALICEUSDT,0.796,0.796,0.716,0.763,2072468.23,1568041.21016,14694
1694217600000,2023-09-09,ALICEUSDT,0.796,0.855,0.778,0.796,4054145.26,3306308.05471,21385
1694131200000,2023-09-08,ALICEUSDT,0.796,0.819,0.788,0.797,2124357.37,1709558.81437,12954
1694044800000,2023-09-07,ALICEUSDT,0.782,0.796,0.763,0.796,1288415.42,1004149.14766,8475
1693958400000,2023-09-06,ALICEUSDT,0.772,0.803,0.753,0.782,2930462.01,2277988.67845,16351
1693872000000,2023-09-05,ALICEUSDT,0.735,0.793,0.728,0.772,2480922.27,1906832.7197,14417
1693785600000,2023-09-04,ALICEUSDT,0.732,0.76,0.725,0.735,1252382.05,927445.37853,9284
1693699200000,2023-09-03,ALICEUSDT,0.739,0.749,0.725,0.731,1184071.41,873824.7593,6786
1693612800000,2023-09-02,ALICEUSDT,0.716,0.744,0.71,0.739,1858762.76,1358478.55569,9759
1693526400000,2023-09-01,ALICEUSDT,0.766,0.774,0.707,0.715,1451773.2,1065041.07891,8652
1693440000000,2023-08-31,ALICEUSDT,0.803,0.804,0.75,0.766,1373355.78,1078482.8742,7899
1693353600000,2023-08-30,ALICEUSDT,0.827,0.829,0.788,0.802,1249999.07,1003326.99272,8504
1693267200000,2023-08-29,ALICEUSDT,0.785,0.845,0.755,0.826,2399122.48,1931736.81453,15712
1693180800000,2023-08-28,ALICEUSDT,0.763,0.796,0.732,0.784,1612487.2,1236614.22817,9961
1693094400000,2023-08-27,ALICEUSDT,0.759,0.771,0.752,0.764,605087.5,460909.60233,3743
1693008000000,2023-08-26,ALICEUSDT,0.76,0.779,0.754,0.759,931181.26,713248.5197,5480
1692921600000,2023-08-25,ALICEUSDT,0.752,0.76,0.723,0.76,1079904.35,800235.50266,7109
1692835200000,2023-08-24,ALICEUSDT,0.779,0.782,0.742,0.752,999669.76,760806.08924,7684
1692748800000,2023-08-23,ALICEUSDT,0.763,0.791,0.75,0.779,1387046.74,1070629.75011,9172
1692662400000,2023-08-22,ALICEUSDT,0.763,0.764,0.72,0.762,1502908.97,1118745.25181,8203
1692576000000,2023-08-21,ALICEUSDT,0.768,0.774,0.742,0.762,1505034.45,1143298.19279,8347
1692489600000,2023-08-20,ALICEUSDT,0.76,0.789,0.76,0.768,1369964.01,1059064.30301,7434
1692403200000,2023-08-19,ALICEUSDT,0.74,0.763,0.732,0.76,1028802.4,769374.45231,6703
1692316800000,2023-08-18,ALICEUSDT,0.727,0.746,0.719,0.738,2294540.47,1683984.5671,14713
1692230400000,2023-08-17,ALICEUSDT,0.831,0.858,0.642,0.727,3918186.27,3014583.9731,24315
1692144000000,2023-08-16,ALICEUSDT,0.9,0.908,0.796,0.831,3119577.46,2662421.68592,15029
1692057600000,2023-08-15,ALICEUSDT,0.976,1.006,0.857,0.901,4387708.8,4159507.48486,23089
1691971200000,2023-08-14,ALICEUSDT,0.94,0.981,0.935,0.977,2047522.53,1965957.08907,12580
1691884800000,2023-08-13,ALICEUSDT,0.922,0.956,0.914,0.941,1498590.61,1403898.81511,8218
1691798400000,2023-08-12,ALICEUSDT,0.911,0.93,0.907,0.922,765271.56,702962.36987,5237
1691712000000,2023-08-11,ALICEUSDT,0.916,0.924,0.905,0.912,1137201.9,1036526.63864,6670
1691625600000,2023-08-10,ALICEUSDT,0.915,0.93,0.906,0.915,873332.92,801905.19474,6766
1691539200000,2023-08-09,ALICEUSDT,0.914,0.935,0.905,0.915,1183473.82,1087427.58721,7825
1691452800000,2023-08-08,ALICEUSDT,0.915,0.932,0.904,0.913,1661416.28,1524857.44016,14719
1691366400000,2023-08-07,ALICEUSDT,0.946,0.981,0.891,0.915,3017370.42,2839309.64668,24390
1691280000000,2023-08-06,ALICEUSDT,0.957,0.998,0.94,0.946,3636780.44,3538572.73912,24679
1691193600000,2023-08-05,ALICEUSDT,0.931,0.959,0.909,0.956,819951.41,767472.97468,7141
1691107200000,2023-08-04,ALICEUSDT,0.949,0.956,0.922,0.93,755029.1,709679.59175,6745
1691020800000,2023-08-03,ALICEUSDT,0.94,0.959,0.93,0.949,556617.45,526150.72098,5668
1690934400000,2023-08-02,ALICEUSDT,0.953,0.96,0.931,0.939,616666.64,582534.69518,6680
1690848000000,2023-08-01,ALICEUSDT,0.94,0.953,0.905,0.952,671937.0,622195.25819,7409
1690761600000,2023-07-31,ALICEUSDT,0.944,0.957,0.93,0.939,599207.62,566793.14294,6166
1690675200000,2023-07-30,ALICEUSDT,0.962,0.964,0.913,0.943,804517.87,758033.06137,7422
1690588800000,2023-07-29,ALICEUSDT,0.953,0.965,0.944,0.961,486739.55,464451.08242,4440
1690502400000,2023-07-28,ALICEUSDT,0.951,0.964,0.938,0.952,625400.08,594959.22494,5850
1690416000000,2023-07-27,ALICEUSDT,0.947,0.969,0.934,0.95,775574.21,736537.06773,8552
1690329600000,2023-07-26,ALICEUSDT,0.941,0.963,0.929,0.946,1288602.81,1216028.9971,11011
1690243200000,2023-07-25,ALICEUSDT,0.956,0.959,0.935,0.94,729621.38,691031.03398,7378
1690156800000,2023-07-24,ALICEUSDT,1.007,1.01,0.938,0.955,1070029.92,1037735.78067,10972
1690070400000,2023-07-23,ALICEUSDT,0.993,1.014,0.982,1.007,546127.38,547222.70423,5819
1689984000000,2023-07-22,ALICEUSDT,1.01,1.02,0.981,0.993,573753.3,575090.0758,6167
1689897600000,2023-07-21,ALICEUSDT,1.013,1.022,1.002,1.009,798120.82,806404.56063,7402
1689811200000,2023-07-20,ALICEUSDT,1.0,1.031,0.992,1.014,1317746.45,1334569.97257,11225
1689724800000,2023-07-19,ALICEUSDT,1.008,1.023,0.993,1.0,702249.98,707778.70649,8300
1689638400000,2023-07-18,ALICEUSDT,1.036,1.043,0.985,1.008,817471.58,827948.06022,10801
1689552000000,2023-07-17,ALICEUSDT,1.01,1.041,0.983,1.037,1310575.79,1330983.71892,14709
1689465600000,2023-07-16,ALICEUSDT,1.055,1.062,1.007,1.01,822783.05,849490.34377,9208
1689379200000,2023-07-15,ALICEUSDT,1.046,1.073,1.026,1.055,1073688.45,1123776.28633,9370
1689292800000,2023-07-14,ALICEUSDT,1.094,1.116,1.009,1.046,2980895.04,3179681.90219,25855
1689206400000,2023-07-13,ALICEUSDT,1.019,1.098,1.001,1.093,1360906.72,1439771.2667,15492
1689120000000,2023-07-12,ALICEUSDT,1.036,1.047,1.005,1.019,758796.0,781363.80102,8145
1689033600000,2023-07-11,ALICEUSDT,1.015,1.039,1.006,1.036,1230398.83,1259917.28221,13305
1688947200000,2023-07-10,ALICEUSDT,0.998,1.035,0.966,1.015,1418744.13,1419644.32072,14712
1688860800000,2023-07-09,ALICEUSDT,1.004,1.016,0.994,0.999,747725.5,750791.10318,7696
1688774400000,2023-07-08,ALICEUSDT,1.023,1.034,0.986,1.004,861656.95,873305.71912,9142
1688688000000,2023-07-07,ALICEUSDT,0.999,1.028,0.985,1.023,884384.3,893365.53572,10857
1688601600000,2023-07-06,ALICEUSDT,1.032,1.084,0.998,0.999,1247588.5,1290032.01093,14549
1688515200000,2023-07-05,ALICEUSDT,1.079,1.109,1.002,1.033,1977196.79,2076708.80209,17131
1688428800000,2023-07-04,ALICEUSDT,1.108,1.113,1.067,1.079,1078464.67,1178033.5005,13685
1688342400000,2023-07-03,ALICEUSDT,1.086,1.118,1.072,1.108,1957361.5,2153906.50049,22252
1688256000000,2023-07-02,ALICEUSDT,1.138,1.199,1.05,1.086,6342194.21,7071167.06016,56161
1688169600000,2023-07-01,ALICEUSDT,1.034,1.315,1.018,1.139,4891712.39,5511660.64641,38501
1688083200000,2023-06-30,ALICEUSDT,0.971,1.055,0.949,1.035,2562157.64,2596242.29718,23033
1687996800000,2023-06-29,ALICEUSDT,0.959,0.995,0.956,0.971,736565.96,716181.28125,8083
1687910400000,2023-06-28,ALICEUSDT,1.058,1.059,0.931,0.958,1351472.08,1341143.69857,12461
1687824000000,2023-06-27,ALICEUSDT,1.041,1.074,1.041,1.057,923270.72,978128.06586,9865
1687737600000,2023-06-26,ALICEUSDT,1.061,1.076,1.021,1.041,1472463.05,1538952.27553,15505
1687651200000,2023-06-25,ALICEUSDT,1.039,1.092,1.038,1.061,1917540.79,2050788.52202,16631
1687564800000,2023-06-24,ALICEUSDT,1.028,1.054,0.997,1.039,1519562.79,1561713.22531,15252
1687478400000,2023-06-23,ALICEUSDT,0.978,1.04,0.975,1.027,1555484.74,1568090.35557,16674
1687392000000,2023-06-22,ALICEUSDT,0.978,1.023,0.958,0.978,2257577.8,2246168.68527,17318
1687305600000,2023-06-21,ALICEUSDT,0.928,0.996,0.924,0.979,1813383.02,1743507.41262,16849
1687219200000,2023-06-20,ALICEUSDT,0.904,0.93,0.868,0.927,1100678.5,989264.96328,9352
1687132800000,2023-06-19,ALICEUSDT,0.894,0.907,0.882,0.905,667983.73,596630.45103,6028
1687046400000,2023-06-18,ALICEUSDT,0.915,0.916,0.886,0.894,790724.52,714799.62666,7121
1686960000000,2023-06-17,ALICEUSDT,0.904,0.933,0.897,0.915,1373883.88,1254139.97335,8960
1686873600000,2023-06-16,ALICEUSDT,0.883,0.922,0.876,0.904,1016864.03,911873.91457,8899
1686787200000,2023-06-15,ALICEUSDT,0.848,0.888,0.845,0.883,1170054.62,1008274.55916,10535
1686700800000,2023-06-14,ALICEUSDT,0.911,0.92,0.827,0.849,1876751.14,1648932.37344,14938
1686614400000,2023-06-13,ALICEUSDT,0.891,0.958,0.889,0.91,3205532.85,2950662.70455,24380
1686528000000,2023-06-12,ALICEUSDT,0.853,0.902,0.823,0.891,1921406.15,1657482.33426,15617
1686441600000,2023-06-11,ALICEUSDT,0.873,0.883,0.844,0.852,1299605.69,1127399.79236,12463
1686355200000,2023-06-10,ALICEUSDT,1.092,1.093,0.804,0.873,4595681.74,4124315.70162,38739
1686268800000,2023-06-09,ALICEUSDT,1.108,1.125,1.082,1.093,826358.58,911337.06651,8459
1686182400000,2023-06-08,ALICEUSDT,1.094,1.122,1.071,1.107,709597.69,779678.4541,8276
1686096000000,2023-06-07,ALICEUSDT,1.181,1.182,1.081,1.094,1547759.15,1735752.4204,13427
1686009600000,2023-06-06,ALICEUSDT,1.128,1.199,1.105,1.181,1607664.1,1835966.81652,12067
1685923200000,2023-06-05,ALICEUSDT,1.285,1.285,1.102,1.129,2364593.05,2791144.26979,22832
1685836800000,2023-06-04,ALICEUSDT,1.292,1.308,1.278,1.285,437375.77,565810.02283,4828
1685750400000,2023-06-03,ALICEUSDT,1.313,1.319,1.283,1.293,441062.11,573137.28745,4029
1685664000000,2023-06-02,ALICEUSDT,1.274,1.319,1.258,1.314,596900.19,774943.11709,6413
1685577600000,2023-06-01,ALICEUSDT,1.271,1.29,1.244,1.273,702175.66,896142.64567,9815
1685491200000,2023-05-31,ALICEUSDT,1.302,1.314,1.249,1.272,649182.5,826410.09042,10915
1685404800000,2023-05-30,ALICEUSDT,1.295,1.305,1.279,1.302,694927.08,898729.21362,11821
1685318400000,2023-05-29,ALICEUSDT,1.335,1.343,1.289,1.294,932195.38,1223929.22002,12130
1685232000000,2023-05-28,ALICEUSDT,1.316,1.354,1.309,1.335,869508.88,1154454.90409,10549
1685145600000,2023-05-27,ALICEUSDT,1.308,1.321,1.298,1.316,296998.6,389501.71065,5030
1685059200000,2023-05-26,ALICEUSDT,1.308,1.319,1.286,1.307,519072.29,676954.88415,5328
1684972800000,2023-05-25,ALICEUSDT,1.287,1.311,1.246,1.308,720667.14,929688.76682,7517
1684886400000,2023-05-24,ALICEUSDT,1.336,1.337,1.27,1.287,943182.95,1223986.54075,9445
1684800000000,2023-05-23,ALICEUSDT,1.335,1.366,1.319,1.335,716577.42,958805.92488,6315
1684713600000,2023-05-22,ALICEUSDT,1.292,1.346,1.265,1.334,886157.14,1161397.46326,7804
1684627200000,2023-05-21,ALICEUSDT,1.332,1.332,1.282,1.292,459538.12,600473.51185,5038
1684540800000,2023-05-20,ALICEUSDT,1.315,1.341,1.299,1.331,440702.78,582712.27793,4576
1684454400000,2023-05-19,ALICEUSDT,1.324,1.334,1.297,1.315,675814.32,888739.36296,7024
1684368000000,2023-05-18,ALICEUSDT,1.346,1.347,1.277,1.325,1056012.73,1391052.15991,8649
1684281600000,2023-05-17,ALICEUSDT,1.311,1.352,1.277,1.345,1645821.87,2167719.23987,14318
1684195200000,2023-05-16,ALICEUSDT,1.28,1.315,1.257,1.311,1155304.89,1493346.12287,12169
1684108800000,2023-05-15,ALICEUSDT,1.256,1.296,1.232,1.28,863349.57,1101779.58347,11255
1684022400000,2023-05-14,ALICEUSDT,1.223,1.259,1.203,1.255,685944.85,846114.72993,9223
1683936000000,2023-05-13,ALICEUSDT,1.246,1.249,1.208,1.222,778770.48,954183.48032,11095
1683849600000,2023-05-12,ALICEUSDT,1.233,1.246,1.18,1.246,1436022.96,1748208.75297,17308
1683763200000,2023-05-11,ALICEUSDT,1.342,1.342,1.223,1.234,1365454.24,1735099.79314,17288
1683676800000,2023-05-10,ALICEUSDT,1.314,1.353,1.257,1.341,1655311.78,2172625.69626,19619
1683590400000,2023-05-09,ALICEUSDT,1.297,1.332,1.293,1.315,691667.88,908682.33915,9737
1683504000000,2023-05-08,ALICEUSDT,1.441,1.447,1.265,1.298,1878347.71,2530936.1385,24786
1683417600000,2023-05-07,ALICEUSDT,1.46,1.475,1.435,1.442,429216.59,625590.48258,8150
1683331200000,2023-05-06,ALICEUSDT,1.522,1.531,1.423,1.461,834967.02,1222338.44431,12214
1683244800000,2023-05-05,ALICEUSDT,1.507,1.53,1.472,1.522,1062566.82,1603715.41212,12076
1683158400000,2023-05-04,ALICEUSDT,1.547,1.555,1.496,1.506,510350.86,779394.77302,7954
1683072000000,2023-05-03,ALICEUSDT,1.531,1.558,1.474,1.546,774568.38,1167725.19359,12423
1682985600000,2023-05-02,ALICEUSDT,1.524,1.54,1.505,1.532,701639.58,1070508.93255,10796
1682899200000,2023-05-01,ALICEUSDT,1.553,1.561,1.492,1.525,695414.81,1060167.66327,11449
1682812800000,2023-04-30,ALICEUSDT,1.597,1.6,1.536,1.552,735090.78,1156651.31477,10811
1682726400000,2023-04-29,ALICEUSDT,1.605,1.613,1.573,1.598,725917.38,1159958.0819,9720
1682640000000,2023-04-28,ALICEUSDT,1.614,1.614,1.55,1.605,1586055.3,2503628.27673,18796
1682553600000,2023-04-27,ALICEUSDT,1.58,1.629,1.543,1.613,1159002.73,1839110.98609,18685
1682467200000,2023-04-26,ALICEUSDT,1.583,1.67,1.491,1.58,2281021.67,3648263.78143,26235
1682380800000,2023-04-25,ALICEUSDT,1.527,1.586,1.476,1.583,1637593.96,2483675.75465,18833
1682294400000,2023-04-24,ALICEUSDT,1.492,1.544,1.473,1.526,1556270.52,2356505.59254,18355
1682208000000,2023-04-23,ALICEUSDT,1.533,1.539,1.443,1.492,1502495.48,2256726.67323,18001
1682121600000,2023-04-22,ALICEUSDT,1.511,1.54,1.482,1.533,1462188.55,2204284.64419,16298
1682035200000,2023-04-21,ALICEUSDT,1.627,1.676,1.48,1.511,3426387.01,5489588.5242,40209
1681948800000,2023-04-20,ALICEUSDT,1.728,1.908,1.608,1.627,6501940.23,11640715.9545,73922
1681862400000,2023-04-19,ALICEUSDT,1.848,1.863,1.622,1.728,2424332.26,4238869.54366,30036
1681776000000,2023-04-18,ALICEUSDT,1.76,1.917,1.743,1.848,2678959.7,4953149.50414,36029
1681689600000,2023-04-17,ALICEUSDT,1.795,1.801,1.703,1.76,1311524.2,2290635.03346,17513
1681603200000,2023-04-16,ALICEUSDT,1.759,1.824,1.732,1.795,1732277.93,3081397.60175,21371
1681516800000,2023-04-15,ALICEUSDT,1.76,1.771,1.72,1.758,1016059.13,1766629.82938,11805
1681430400000,2023-04-14,ALICEUSDT,1.727,1.783,1.686,1.76,1704895.18,2970472.84269,21086
1681344000000,2023-04-13,ALICEUSDT,1.675,1.729,1.65,1.727,1318394.66,2238594.15009,15782
1681257600000,2023-04-12,ALICEUSDT,1.712,1.723,1.622,1.675,2048531.6,3396960.68799,22661
1681171200000,2023-04-11,ALICEUSDT,1.735,1.75,1.698,1.711,1754588.13,3021877.0666,18795
1681084800000,2023-04-10,ALICEUSDT,1.714,1.759,1.693,1.736,2456009.29,4237599.91497,25723
1680998400000,2023-04-09,ALICEUSDT,1.68,1.75,1.667,1.714,3617292.3,6177382.27789,36790
1680912000000,2023-04-08,ALICEUSDT,1.642,1.686,1.615,1.68,1618902.8,2676718.33597,14990
1680825600000,2023-04-07,ALICEUSDT,1.628,1.686,1.599,1.642,2122857.19,3494660.25986,24244
1680739200000,2023-04-06,ALICEUSDT,1.615,1.67,1.568,1.627,2149872.31,3483929.56256,20533
1680652800000,2023-04-05,ALICEUSDT,1.615,1.649,1.572,1.614,1182394.59,1908243.58999,14693
1680566400000,2023-04-04,ALICEUSDT,1.578,1.624,1.565,1.615,1086476.62,1733360.81129,12405
1680480000000,2023-04-03,ALICEUSDT,1.568,1.601,1.503,1.577,2937733.66,4587336.10774,30638
1680393600000,2023-04-02,ALICEUSDT,1.576,1.638,1.547,1.567,2527516.15,4039813.44759,25743
1680307200000,2023-04-01,ALICEUSDT,1.569,1.594,1.548,1.576,1231209.33,1931779.52572,13412
1680220800000,2023-03-31,ALICEUSDT,1.509,1.58,1.475,1.569,1651758.4,2519767.68929,17172
1680134400000,2023-03-30,ALICEUSDT,1.544,1.564,1.47,1.509,2636493.07,3992897.60734,22121
1680048000000,2023-03-29,ALICEUSDT,1.479,1.55,1.477,1.544,1556341.64,2371209.55879,15173
1679961600000,2023-03-28,ALICEUSDT,1.457,1.489,1.402,1.478,1343809.48,1939179.16131,14643
1679875200000,2023-03-27,ALICEUSDT,1.506,1.512,1.387,1.457,1842284.39,2676060.67324,18605
1679788800000,2023-03-26,ALICEUSDT,1.471,1.518,1.46,1.505,949979.92,1425154.96557,9443
1679702400000,2023-03-25,ALICEUSDT,1.512,1.537,1.444,1.472,1889079.13,2819771.06211,18138
1679616000000,2023-03-24,ALICEUSDT,1.584,1.587,1.496,1.512,2106985.07,3247304.14867,21133
1679529600000,2023-03-23,ALICEUSDT,1.476,1.59,1.467,1.584,1661165.18,2538533.36839,16797
1679443200000,2023-03-22,ALICEUSDT,1.581,1.594,1.437,1.477,2762528.54,4245517.5345,32966
1679356800000,2023-03-21,ALICEUSDT,1.539,1.594,1.471,1.582,2657848.09,4091798.91113,33089
1679270400000,2023-03-20,ALICEUSDT,1.667,1.729,1.534,1.539,4850932.91,7936673.34041,50974
1679184000000,2023-03-19,ALICEUSDT,1.636,1.71,1.626,1.665,2043237.97,3411648.61966,24934
1679097600000,2023-03-18,ALICEUSDT,1.69,1.765,1.611,1.636,3351055.15,5640550.73053,36331
1679011200000,2023-03-17,ALICEUSDT,1.522,1.693,1.503,1.69,3074793.46,4935170.9619,28653
1678924800000,2023-03-16,ALICEUSDT,1.489,1.539,1.469,1.523,1879103.87,2831580.05103,25556
1678838400000,2023-03-15,ALICEUSDT,1.631,1.676,1.46,1.489,2648025.75,4153497.68387,33969
1678752000000,2023-03-14,ALICEUSDT,1.55,1.684,1.507,1.632,2478313.92,3947397.34494,31082
1678665600000,2023-03-13,ALICEUSDT,1.489,1.579,1.432,1.55,2398956.32,3597221.90313,27631
1678579200000,2023-03-12,ALICEUSDT,1.361,1.499,1.309,1.489,2191776.29,3055563.94965,22434
1678492800000,2023-03-11,ALICEUSDT,1.373,1.405,1.298,1.363,1758779.46,2358419.12357,20433
1678406400000,2023-03-10,ALICEUSDT,1.339,1.379,1.265,1.374,2339292.24,3119359.18998,24804
1678320000000,2023-03-09,ALICEUSDT,1.448,1.502,1.321,1.339,2604877.76,3714807.89917,25634
1678233600000,2023-03-08,ALICEUSDT,1.574,1.582,1.413,1.448,2167407.42,3238583.36314,21344
1678147200000,2023-03-07,ALICEUSDT,1.637,1.658,1.537,1.574,1223350.95,1950758.23049,16174
1678060800000,2023-03-06,ALICEUSDT,1.594,1.656,1.56,1.637,1501223.36,2422947.39078,18898
1677974400000,2023-03-05,ALICEUSDT,1.608,1.654,1.583,1.595,727524.62,1183087.01283,10992
1677888000000,2023-03-04,ALICEUSDT,1.692,1.748,1.559,1.607,1601721.21,2659202.35794,18004
1677801600000,2023-03-03,ALICEUSDT,1.852,1.852,1.621,1.692,1719408.52,2935658.21456,24966
1677715200000,2023-03-02,ALICEUSDT,1.91,1.924,1.809,1.852,1123525.15,2080234.60947,17736
1677628800000,2023-03-01,ALICEUSDT,1.825,1.917,1.807,1.91,1178421.68,2201826.79208,18510
1677542400000,2023-02-28,ALICEUSDT,1.932,1.949,1.812,1.824,1310985.09,2473318.64657,21240
1677456000000,2023-02-27,ALICEUSDT,1.922,1.981,1.881,1.933,1851081.07,3565101.52771,27493
1677369600000,2023-02-26,ALICEUSDT,1.841,1.942,1.826,1.923,1231259.03,2319028.26156,17885
1677283200000,2023-02-25,ALICEUSDT,1.876,1.876,1.764,1.842,1629710.15,2989903.28321,26956
1677196800000,2023-02-24,ALICEUSDT,2.085,2.094,1.835,1.876,3134056.38,6203534.39218,42605
1677110400000,2023-02-23,ALICEUSDT,2.026,2.163,2.018,2.084,3785631.55,7955716.2564,45322
1677024000000,2023-02-22,ALICEUSDT,2.022,2.037,1.905,2.023,2773851.74,5488090.46906,38654
1676937600000,2023-02-21,ALICEUSDT,2.06,2.247,1.964,2.023,5868772.5,12278841.38431,70134
1676851200000,2023-02-20,ALICEUSDT,1.914,2.069,1.86,2.059,2792874.41,5606622.40379,38728
1676764800000,2023-02-19,ALICEUSDT,1.965,2.017,1.876,1.913,2099046.01,4106104.70513,27199
