Unix,Date,Symbol,Open,High,Low,Close,Volume SAND,Volume USDT,tradecount
1679011200000,2023-03-17,SANDUSDT,0.5978,0.6869,0.5884,0.6783,40813491.0,25842922.2813,109435
1678924800000,2023-03-16,SANDUSDT,0.5851,0.6023,0.5751,0.5976,26082408.0,15391164.1166,73230
1678838400000,2023-03-15,SANDUSDT,0.6431,0.6538,0.5705,0.5852,52125891.0,31571666.9164,142181
1678752000000,2023-03-14,SANDUSDT,0.6177,0.6676,0.5964,0.6432,49303619.0,31228995.0802,133220
1678665600000,2023-03-13,SANDUSDT,0.5865,0.6256,0.5619,0.618,59500599.0,35369415.7059,158099
1678579200000,2023-03-12,SANDUSDT,0.528,0.5886,0.5129,0.5863,37761181.0,20445373.5451,81945
1678492800000,2023-03-11,SANDUSDT,0.5372,0.5514,0.5084,0.5282,33634550.0,17714523.4602,78772
1678406400000,2023-03-10,SANDUSDT,0.5341,0.5399,0.5045,0.5371,49479014.0,25984598.9111,102028
1678320000000,2023-03-09,SANDUSDT,0.569,0.59,0.518,0.5341,43237598.0,24296418.8955,96176
1678233600000,2023-03-08,SANDUSDT,0.6093,0.6128,0.5611,0.5692,31127598.0,18224458.1806,70264
1678147200000,2023-03-07,SANDUSDT,0.6292,0.636,0.5892,0.6094,33828899.0,20687703.962,72477
1678060800000,2023-03-06,SANDUSDT,0.6147,0.6404,0.5989,0.6285,32882478.0,20419598.425,73859
1677974400000,2023-03-05,SANDUSDT,0.6226,0.6399,0.6105,0.6147,21277564.0,13249904.7763,52550
1677888000000,2023-03-04,SANDUSDT,0.6414,0.6582,0.6014,0.6227,25747803.0,16258188.7869,65587
1677801600000,2023-03-03,SANDUSDT,0.6894,0.69,0.603,0.6415,64861701.0,41071122.3696,147766
1677715200000,2023-03-02,SANDUSDT,0.7052,0.7099,0.6717,0.6894,22884055.0,15674792.5587,55616
1677628800000,2023-03-01,SANDUSDT,0.684,0.7145,0.6757,0.7053,25222208.0,17667541.6179,65103
1677542400000,2023-02-28,SANDUSDT,0.7118,0.7187,0.6742,0.684,28545452.0,19901953.461,78143
1677456000000,2023-02-27,SANDUSDT,0.719,0.7326,0.6944,0.7121,31403032.0,22304923.5366,83732
1677369600000,2023-02-26,SANDUSDT,0.7085,0.7237,0.7014,0.7191,21400299.0,15239048.7092,58821
1677283200000,2023-02-25,SANDUSDT,0.7226,0.7246,0.67,0.7087,36678590.0,25659327.1579,106832
1677196800000,2023-02-24,SANDUSDT,0.7638,0.7663,0.7008,0.7227,45631775.0,33434401.4751,117680
1677110400000,2023-02-23,SANDUSDT,0.7674,0.7808,0.7423,0.7638,38145818.0,29066207.6146,94352
1677024000000,2023-02-22,SANDUSDT,0.7826,0.7876,0.7311,0.7675,60965509.0,45978166.4764,140218
1676937600000,2023-02-21,SANDUSDT,0.8325,0.8474,0.7618,0.7825,81710392.0,65570103.5133,191314
1676851200000,2023-02-20,SANDUSDT,0.7814,0.8926,0.7467,0.8326,132034475.0,110613213.869,272671
1676764800000,2023-02-19,SANDUSDT,0.7625,0.8338,0.7561,0.7818,69505011.0,54887260.4758,156992
1676678400000,2023-02-18,SANDUSDT,0.7613,0.7889,0.7523,0.7625,36104905.0,27765594.8563,79900
1676592000000,2023-02-17,SANDUSDT,0.7202,0.7771,0.7156,0.7613,59886335.0,45162739.3682,135699
1676505600000,2023-02-16,SANDUSDT,0.7631,0.81,0.7151,0.7203,102326007.0,79360600.0408,223395
1676419200000,2023-02-15,SANDUSDT,0.7125,0.78,0.6928,0.7631,76410413.0,55487170.0058,143182
1676332800000,2023-02-14,SANDUSDT,0.6867,0.7247,0.662,0.7125,52853868.0,36609856.706,132110
1676246400000,2023-02-13,SANDUSDT,0.7035,0.7065,0.6509,0.6868,43211768.0,29230868.8895,118816
1676160000000,2023-02-12,SANDUSDT,0.7464,0.7467,0.6826,0.7034,36850985.0,26520312.7521,88628
1676073600000,2023-02-11,SANDUSDT,0.7314,0.7516,0.7231,0.7463,24609594.0,18102420.3956,63122
1675987200000,2023-02-10,SANDUSDT,0.7301,0.7572,0.7119,0.7316,45516763.0,33288388.5863,134391
1675900800000,2023-02-09,SANDUSDT,0.8537,0.8565,0.7075,0.7301,77990810.0,60948514.7893,215227
1675814400000,2023-02-08,SANDUSDT,0.9112,0.9417,0.8117,0.8538,129560719.0,114291056.5233,304530
1675728000000,2023-02-07,SANDUSDT,0.7079,0.9304,0.7052,0.9113,100409197.0,82125940.0885,219753
1675641600000,2023-02-06,SANDUSDT,0.7326,0.7448,0.6965,0.7081,38489157.0,27726070.3432,85430
1675555200000,2023-02-05,SANDUSDT,0.7739,0.7804,0.7156,0.7324,33467343.0,24956586.8582,91169
1675468800000,2023-02-04,SANDUSDT,0.7655,0.809,0.7476,0.7739,31111295.0,24232127.2414,77786
1675382400000,2023-02-03,SANDUSDT,0.7473,0.7767,0.7382,0.7653,29748435.0,22567953.6496,75328
1675296000000,2023-02-02,SANDUSDT,0.7645,0.7985,0.7345,0.7472,39135884.0,30008341.3521,98871
1675209600000,2023-02-01,SANDUSDT,0.7298,0.7745,0.685,0.7646,38721159.0,28097266.2555,108392
1675123200000,2023-01-31,SANDUSDT,0.7218,0.7391,0.7104,0.7298,24255619.0,17572137.8541,69202
1675036800000,2023-01-30,SANDUSDT,0.8011,0.8077,0.7,0.7219,42490554.0,31772853.8019,128190
1674950400000,2023-01-29,SANDUSDT,0.7353,0.8037,0.7252,0.8013,54761269.0,42255174.4998,143710
1674864000000,2023-01-28,SANDUSDT,0.7433,0.778,0.7221,0.7352,31922324.0,23950551.1222,113590
1674777600000,2023-01-27,SANDUSDT,0.7405,0.7584,0.7079,0.7432,22664796.0,16589125.1191,83031
1674691200000,2023-01-26,SANDUSDT,0.7547,0.7669,0.7167,0.7406,28170857.0,20948475.6245,95810
1674604800000,2023-01-25,SANDUSDT,0.7287,0.7776,0.7044,0.7547,34631618.0,25581855.0585,119098
1674518400000,2023-01-24,SANDUSDT,0.7936,0.8064,0.7109,0.729,30394812.0,23474498.1059,99203
1674432000000,2023-01-23,SANDUSDT,0.8078,0.836,0.7777,0.7938,39285953.0,31573891.6652,122402
1674345600000,2023-01-22,SANDUSDT,0.7883,0.8508,0.7653,0.8076,47050076.0,38059835.8513,148811
1674259200000,2023-01-21,SANDUSDT,0.7689,0.837,0.757,0.7882,73226946.0,58329241.0704,200213
1674172800000,2023-01-20,SANDUSDT,0.7047,0.7756,0.678,0.7689,42035934.0,30288116.0569,131981
1674086400000,2023-01-19,SANDUSDT,0.6855,0.7235,0.6753,0.7043,35479594.0,24773969.9675,115116
1674000000000,2023-01-18,SANDUSDT,0.6994,0.755,0.6644,0.6859,69131600.0,49560019.0466,213768
1673913600000,2023-01-17,SANDUSDT,0.7005,0.76,0.68,0.6993,55557044.0,40197055.1036,160448
1673827200000,2023-01-16,SANDUSDT,0.7218,0.7339,0.6662,0.7002,80557781.0,56765012.1516,212291
1673740800000,2023-01-15,SANDUSDT,0.6642,0.755,0.6176,0.7219,105878945.0,72078086.7661,246833
1673654400000,2023-01-14,SANDUSDT,0.6266,0.7143,0.6018,0.6642,125642503.0,82624009.484,273946
1673568000000,2023-01-13,SANDUSDT,0.5344,0.631,0.5246,0.6265,94186959.0,54415809.1353,178422
1673481600000,2023-01-12,SANDUSDT,0.5232,0.5454,0.4935,0.5346,68310459.0,35768335.7075,119492
1673395200000,2023-01-11,SANDUSDT,0.5189,0.5254,0.4874,0.5232,42367989.0,21297923.2102,73434
1673308800000,2023-01-10,SANDUSDT,0.5146,0.531,0.5002,0.5188,59382543.0,30662975.4383,97387
1673222400000,2023-01-09,SANDUSDT,0.4943,0.5636,0.4873,0.5142,121792713.0,63752672.4563,196896
1673136000000,2023-01-08,SANDUSDT,0.4543,0.5161,0.4428,0.4943,116299627.0,55444169.2565,137081
1673049600000,2023-01-07,SANDUSDT,0.4318,0.4737,0.4305,0.4541,72752805.0,33496649.1726,104759
1672963200000,2023-01-06,SANDUSDT,0.4258,0.4339,0.407,0.4318,41194105.0,17223826.1497,50136
1672876800000,2023-01-05,SANDUSDT,0.4326,0.4445,0.4213,0.4258,42921870.0,18599079.8225,53760
1672790400000,2023-01-04,SANDUSDT,0.4179,0.452,0.4139,0.4326,53237343.0,22922929.0167,68992
1672704000000,2023-01-03,SANDUSDT,0.4097,0.4195,0.4016,0.4178,35570374.0,14524684.3934,45928
1672617600000,2023-01-02,SANDUSDT,0.3884,0.4148,0.3795,0.4097,43689669.0,17479420.3004,51063
1672531200000,2023-01-01,SANDUSDT,0.3829,0.3896,0.3752,0.3884,29025444.0,11101413.5353,31285
1672444800000,2022-12-31,SANDUSDT,0.3872,0.3919,0.378,0.383,26983507.0,10425703.5603,30248
1672358400000,2022-12-30,SANDUSDT,0.401,0.4028,0.3786,0.3871,45159185.0,17510641.6308,48392
1672272000000,2022-12-29,SANDUSDT,0.4117,0.4136,0.3909,0.401,39011593.0,15713678.0701,43880
1672185600000,2022-12-28,SANDUSDT,0.4388,0.4395,0.4071,0.4117,42088501.0,17574879.2154,47256
1672099200000,2022-12-27,SANDUSDT,0.4448,0.4487,0.4335,0.4387,22721513.0,10034014.4885,28083
1672012800000,2022-12-26,SANDUSDT,0.4421,0.4466,0.4366,0.4448,19298867.0,8519263.4095,24364
1671926400000,2022-12-25,SANDUSDT,0.4488,0.4506,0.4335,0.442,15832649.0,6972171.8581,22579
1671840000000,2022-12-24,SANDUSDT,0.4555,0.456,0.4449,0.4489,11272410.0,5066255.5052,17941
1671753600000,2022-12-23,SANDUSDT,0.4461,0.4601,0.4416,0.4555,25209964.0,11354026.0965,36808
1671667200000,2022-12-22,SANDUSDT,0.4417,0.4516,0.4227,0.4461,26045627.0,11455569.3218,38061
1671580800000,2022-12-21,SANDUSDT,0.4508,0.4528,0.4305,0.4418,20234954.0,8915446.4838,29583
1671494400000,2022-12-20,SANDUSDT,0.4311,0.4537,0.4295,0.4508,19869476.0,8823242.1789,32683
1671408000000,2022-12-19,SANDUSDT,0.4718,0.4774,0.4186,0.4312,28467952.0,12826378.6279,50207
1671321600000,2022-12-18,SANDUSDT,0.4802,0.4813,0.4642,0.4718,19904643.0,9401993.0092,46751
1671235200000,2022-12-17,SANDUSDT,0.469,0.4822,0.4665,0.4803,28697513.0,13653963.2593,85204
1671148800000,2022-12-16,SANDUSDT,0.5416,0.5432,0.4542,0.4691,42713676.0,21639216.109748,91187
1671062400000,2022-12-15,SANDUSDT,0.5542,0.5572,0.5371,0.5416,22714695.0,12418018.0834,47222
1670976000000,2022-12-14,SANDUSDT,0.5684,0.583,0.548,0.5544,31673015.0,17967361.0907,64853
1670889600000,2022-12-13,SANDUSDT,0.5593,0.575,0.5327,0.5684,25973160.0,14407524.9972,71769
1670803200000,2022-12-12,SANDUSDT,0.5645,0.5645,0.5404,0.5593,17834592.0,9848921.7028,47211
1670716800000,2022-12-11,SANDUSDT,0.5824,0.5856,0.559,0.5644,12839995.0,7373230.9802,33240
1670630400000,2022-12-10,SANDUSDT,0.5799,0.587,0.5781,0.5825,12660444.0,7380359.786,31573
1670544000000,2022-12-09,SANDUSDT,0.5935,0.5952,0.5764,0.5799,16837717.0,9866331.2777,44024
1670457600000,2022-12-08,SANDUSDT,0.5826,0.5997,0.5711,0.5935,19466445.0,11376569.4335,52365
1670371200000,2022-12-07,SANDUSDT,0.6156,0.6252,0.5577,0.5827,30170488.0,17647762.9959,84576
1670284800000,2022-12-06,SANDUSDT,0.6162,0.62,0.6006,0.6156,28905996.0,17644066.2329,74710
1670198400000,2022-12-05,SANDUSDT,0.5895,0.6412,0.588,0.6162,48291728.0,29805240.3862,136710
1670112000000,2022-12-04,SANDUSDT,0.5769,0.5923,0.5763,0.5896,12353788.0,7214356.3328,31128
1670025600000,2022-12-03,SANDUSDT,0.6048,0.6068,0.5717,0.5769,18510899.0,10928531.8876,44621
1669939200000,2022-12-02,SANDUSDT,0.5791,0.608,0.5755,0.6047,24899353.0,14809162.6271,71776
1669852800000,2022-12-01,SANDUSDT,0.591,0.5973,0.5734,0.579,20723830.0,12100258.7587,58339
1669766400000,2022-11-30,SANDUSDT,0.5622,0.5918,0.56,0.591,25796777.0,14895290.3928,71084
1669680000000,2022-11-29,SANDUSDT,0.553,0.5723,0.5466,0.5621,22940924.0,12904007.896,62233
1669593600000,2022-11-28,SANDUSDT,0.568,0.5751,0.5359,0.5531,26919371.0,14766497.5669,83431
1669507200000,2022-11-27,SANDUSDT,0.565,0.5935,0.5622,0.568,20159338.0,11648815.6085,58128
1669420800000,2022-11-26,SANDUSDT,0.5645,0.582,0.5561,0.5651,17220481.0,9823839.9487,55807
1669334400000,2022-11-25,SANDUSDT,0.564,0.5663,0.5457,0.5644,15644031.0,8715891.4553,49157
1669248000000,2022-11-24,SANDUSDT,0.5718,0.5916,0.553,0.5641,25986095.0,14756984.7377,80709
1669161600000,2022-11-23,SANDUSDT,0.5559,0.5749,0.5509,0.5717,26526583.0,14967086.7003,74974
1669075200000,2022-11-22,SANDUSDT,0.534,0.5563,0.5185,0.5558,29947495.0,16101649.839,84711
1668988800000,2022-11-21,SANDUSDT,0.5473,0.5608,0.5196,0.534,34556381.8,18495297.242192,113581
1668902400000,2022-11-20,SANDUSDT,0.5974,0.6021,0.5431,0.5474,25536351.0,14711756.0805,89693
1668816000000,2022-11-19,SANDUSDT,0.5788,0.6211,0.5652,0.5973,31861782.0,18918467.5864,102133
1668729600000,2022-11-18,SANDUSDT,0.5799,0.5905,0.5697,0.5789,16455708.0,9560330.3889,57974
1668643200000,2022-11-17,SANDUSDT,0.5858,0.591,0.5631,0.58,14414351.0,8321902.713,55739
1668556800000,2022-11-16,SANDUSDT,0.602,0.6084,0.5687,0.5857,18086216.0,10666223.6995,82125
1668470400000,2022-11-15,SANDUSDT,0.5903,0.6215,0.5783,0.6019,26273236.0,15751404.2767,118676
1668384000000,2022-11-14,SANDUSDT,0.5914,0.6113,0.5467,0.5903,53695885.2,31188486.140337,201403
1668297600000,2022-11-13,SANDUSDT,0.5946,0.6941,0.5715,0.5915,65158976.0,39973073.6508,191754
1668211200000,2022-11-12,SANDUSDT,0.6357,0.6364,0.5867,0.5946,34124914.0,20662566.5591,119054
1668124800000,2022-11-11,SANDUSDT,0.6728,0.68,0.6013,0.6352,34628035.0,22075008.5616,121364
1668038400000,2022-11-10,SANDUSDT,0.5663,0.6847,0.5576,0.673,58299060.0,36486229.752,202077
1667952000000,2022-11-09,SANDUSDT,0.7132,0.7193,0.552,0.5662,81994906.0,53053451.407327,286638
1667865600000,2022-11-08,SANDUSDT,0.841,0.8635,0.5948,0.7133,88418360.0,66461678.6768,285481
1667779200000,2022-11-07,SANDUSDT,0.8459,0.8648,0.8176,0.841,34276443.0,28842534.1432,102536
1667692800000,2022-11-06,SANDUSDT,0.9144,0.92,0.8347,0.8459,31289901.0,27801407.8687,106460
1667606400000,2022-11-05,SANDUSDT,0.8873,0.9856,0.8873,0.9144,79248779.0,74122604.7974,240235
1667520000000,2022-11-04,SANDUSDT,0.8102,0.8938,0.8063,0.8873,42550169.0,36392394.3596,124678
1667433600000,2022-11-03,SANDUSDT,0.8113,0.8495,0.8022,0.8101,36078128.0,29811655.8425,96818
1667347200000,2022-11-02,SANDUSDT,0.8599,0.8627,0.7913,0.8114,38373327.0,31706079.1922,111222
1667260800000,2022-11-01,SANDUSDT,0.8713,0.9195,0.8595,0.86,36133578.0,32081419.6667,119165
1667174400000,2022-10-31,SANDUSDT,0.8609,0.9147,0.8461,0.8714,53218687.0,46774939.0981,190554
1667088000000,2022-10-30,SANDUSDT,0.8115,0.9477,0.8014,0.8607,96147689.0,85418437.7658,329591
1667001600000,2022-10-29,SANDUSDT,0.7975,0.834,0.7962,0.8115,28116368.0,22900347.0268,81691
1666915200000,2022-10-28,SANDUSDT,0.7712,0.8059,0.7613,0.7974,17542723.0,13699065.5017,54337
1666828800000,2022-10-27,SANDUSDT,0.7777,0.8244,0.7639,0.7713,28665272.0,22660747.0668,81904
1666742400000,2022-10-26,SANDUSDT,0.7617,0.787,0.7568,0.7777,20760246.0,16077090.6497,54999
1666656000000,2022-10-25,SANDUSDT,0.7353,0.7821,0.7326,0.7617,19287029.0,14584384.6325,51092
1666569600000,2022-10-24,SANDUSDT,0.7611,0.765,0.7284,0.7353,13791177.0,10240008.5966,35559
1666483200000,2022-10-23,SANDUSDT,0.744,0.7636,0.7268,0.761,13883058.0,10344947.8681,36235
1666396800000,2022-10-22,SANDUSDT,0.7416,0.7469,0.7287,0.7439,7781300.0,5747022.4977,22869
1666310400000,2022-10-21,SANDUSDT,0.723,0.7455,0.6969,0.7416,15638824.0,11244963.8142,43542
1666224000000,2022-10-20,SANDUSDT,0.7313,0.7502,0.7171,0.723,10932289.0,8032495.6936,37119
1666137600000,2022-10-19,SANDUSDT,0.7718,0.7755,0.7244,0.7313,12962418.0,9767520.2665,42416
1666051200000,2022-10-18,SANDUSDT,0.7914,0.8048,0.757,0.7719,13658987.0,10694735.57,46263
1665964800000,2022-10-17,SANDUSDT,0.7772,0.7952,0.7711,0.7909,11260930.0,8834068.1722,34530
1665878400000,2022-10-16,SANDUSDT,0.7595,0.7873,0.7576,0.7773,11127325.0,8606324.5419,31878
1665792000000,2022-10-15,SANDUSDT,0.7525,0.7779,0.7509,0.7599,11349325.0,8671792.6997,35317
1665705600000,2022-10-14,SANDUSDT,0.7629,0.7976,0.7442,0.7526,15919159.0,12351212.2319,49385
1665619200000,2022-10-13,SANDUSDT,0.7783,0.7809,0.6936,0.763,36599695.0,26829686.0209,106891
1665532800000,2022-10-12,SANDUSDT,0.7794,0.7886,0.773,0.7784,8411221.0,6571062.5459,26068
1665446400000,2022-10-11,SANDUSDT,0.8056,0.8056,0.7717,0.7794,29933886.0,23577294.7349,68650
1665360000000,2022-10-10,SANDUSDT,0.8356,0.8421,0.8039,0.8057,12067078.0,9945001.1742,30294
1665273600000,2022-10-09,SANDUSDT,0.8289,0.838,0.8253,0.8357,7489410.0,6230956.428,20673
1665187200000,2022-10-08,SANDUSDT,0.8359,0.8416,0.8208,0.8291,7889494.0,6586643.4397,20554
1665100800000,2022-10-07,SANDUSDT,0.8413,0.8467,0.8241,0.8358,14189336.0,11852050.2272,36849
1665014400000,2022-10-06,SANDUSDT,0.8607,0.876,0.8368,0.8413,21908310.0,18788379.9041,54956
1664928000000,2022-10-05,SANDUSDT,0.8508,0.8748,0.8338,0.8608,23863899.0,20404294.9338,55682
1664841600000,2022-10-04,SANDUSDT,0.8307,0.8546,0.8272,0.8507,15035555.0,12658271.3121,37915
1664755200000,2022-10-03,SANDUSDT,0.8129,0.8346,0.7984,0.8305,18492266.0,15118633.0961,46694
1664668800000,2022-10-02,SANDUSDT,0.836,0.8398,0.8079,0.8129,13441774.0,11099083.6714,35749
1664582400000,2022-10-01,SANDUSDT,0.8432,0.8469,0.829,0.836,8664639.0,7262265.1783,23854
1664496000000,2022-09-30,SANDUSDT,0.8533,0.8671,0.8329,0.8431,18218336.0,15441134.5813,53714
1664409600000,2022-09-29,SANDUSDT,0.8473,0.8586,0.8262,0.8525,16598783.0,13997404.3764,47755
1664323200000,2022-09-28,SANDUSDT,0.8451,0.8561,0.8139,0.8471,19623275.0,16410518.3485,51882
1664236800000,2022-09-27,SANDUSDT,0.859,0.89,0.8328,0.8451,26902306.0,23325832.7355,74333
1664150400000,2022-09-26,SANDUSDT,0.8631,0.8702,0.8354,0.8592,22091973.0,18815763.0148,64604
1664064000000,2022-09-25,SANDUSDT,0.8874,0.9013,0.8501,0.8633,21672285.0,19088199.6079,59815
1663977600000,2022-09-24,SANDUSDT,0.9222,0.948,0.8824,0.8876,28835181.0,26419969.7771,82736
1663891200000,2022-09-23,SANDUSDT,0.894,0.9383,0.8488,0.9222,50738005.0,45200437.4475,126773
1663804800000,2022-09-22,SANDUSDT,0.8141,0.8993,0.8108,0.8939,29168773.0,25149736.0928,76587
1663718400000,2022-09-21,SANDUSDT,0.842,0.8884,0.8007,0.8141,31522492.0,26646800.9286,96095
1663632000000,2022-09-20,SANDUSDT,0.8566,0.8664,0.8326,0.8421,20429553.0,17349812.0719,56466
1663545600000,2022-09-19,SANDUSDT,0.829,0.8614,0.8078,0.8568,26608672.0,22130144.1597,80282
1663459200000,2022-09-18,SANDUSDT,0.9107,0.9178,0.811,0.8288,28122723.0,24610184.5511,92407
1663372800000,2022-09-17,SANDUSDT,0.8763,0.9161,0.8724,0.9106,14255798.0,12704698.1599,45136
1663286400000,2022-09-16,SANDUSDT,0.8578,0.8798,0.8438,0.8765,17068352.0,14719452.5296,58024
1663200000000,2022-09-15,SANDUSDT,0.8984,0.8992,0.8504,0.8577,26319791.0,22973724.7781,80077
1663113600000,2022-09-14,SANDUSDT,0.8793,0.9033,0.867,0.8984,18897142.0,16771548.2121,61138
1663027200000,2022-09-13,SANDUSDT,0.9593,0.9725,0.8725,0.8794,45432319.0,41943779.4573,128278
1662940800000,2022-09-12,SANDUSDT,0.9748,0.9996,0.9479,0.9592,29143824.0,28386347.9307,87750
1662854400000,2022-09-11,SANDUSDT,0.9874,0.9957,0.9508,0.9748,21836058.0,21359664.1858,69059
1662768000000,2022-09-10,SANDUSDT,0.9789,1.0248,0.9656,0.9874,33851292.0,33534957.902,107549
1662681600000,2022-09-09,SANDUSDT,0.915,0.9963,0.914,0.9791,31423921.0,30282450.578,87624
1662595200000,2022-09-08,SANDUSDT,0.9026,0.9197,0.8855,0.9147,16990233.0,15368658.089,57787
1662508800000,2022-09-07,SANDUSDT,0.8793,0.9114,0.8516,0.9026,26443961.0,23243017.8183,78198
1662422400000,2022-09-06,SANDUSDT,0.9575,0.9781,0.8701,0.8793,43107714.0,39997586.7906,142592
1662336000000,2022-09-05,SANDUSDT,0.9724,0.9863,0.9368,0.9574,39288247.0,37584725.2802,101249
1662249600000,2022-09-04,SANDUSDT,0.9296,0.9781,0.9205,0.9726,25826451.0,24676214.1313,82443
1662163200000,2022-09-03,SANDUSDT,0.9303,0.932,0.9118,0.9296,10805855.0,9981545.4649,33191
1662076800000,2022-09-02,SANDUSDT,0.9421,0.959,0.916,0.9302,18809810.0,17668358.0964,54842
1661990400000,2022-09-01,SANDUSDT,0.9427,0.9487,0.9054,0.942,20025119.0,18557620.251,67572
1661904000000,2022-08-31,SANDUSDT,0.9524,0.9818,0.9362,0.9427,21871169.0,20992678.2625,76129
1661817600000,2022-08-30,SANDUSDT,0.988,1.0014,0.9313,0.9522,21826324.0,21121803.4082,77742
1661731200000,2022-08-29,SANDUSDT,0.9336,0.9934,0.9168,0.9881,24647002.0,23537284.0978,76835
1661644800000,2022-08-28,SANDUSDT,0.9664,0.9801,0.9276,0.9337,20122557.0,19328568.693,62209
1661558400000,2022-08-27,SANDUSDT,0.9582,0.9727,0.9338,0.9662,24195487.0,23148868.704,71389
1661472000000,2022-08-26,SANDUSDT,1.0491,1.0608,0.9451,0.9582,39315621.0,39878883.8733,125895
1661385600000,2022-08-25,SANDUSDT,1.0451,1.0721,1.0325,1.0494,20163042.0,21241851.4096,67058
1661299200000,2022-08-24,SANDUSDT,1.0676,1.0751,1.0277,1.0453,20735526.0,21815094.1952,75578
1661212800000,2022-08-23,SANDUSDT,1.0518,1.0773,1.0171,1.0676,22373206.0,23466566.8779,80495
1661126400000,2022-08-22,SANDUSDT,1.072,1.0726,1.0104,1.0516,29566015.0,30510966.3854,93862
1661040000000,2022-08-21,SANDUSDT,1.039,1.0872,1.0293,1.0721,21862391.0,23113221.0914,73362
1660953600000,2022-08-20,SANDUSDT,1.0438,1.0791,1.0052,1.039,34852168.0,36577919.5724,116331
1660867200000,2022-08-19,SANDUSDT,1.1527,1.1574,1.0339,1.0437,45379832.0,48926798.8442,192213
1660780800000,2022-08-18,SANDUSDT,1.2179,1.24,1.1111,1.1528,34076205.0,40952603.073,138269
1660694400000,2022-08-17,SANDUSDT,1.2702,1.315,1.2055,1.2172,34163828.0,42787787.6721,134337
1660608000000,2022-08-16,SANDUSDT,1.3105,1.3247,1.2588,1.2701,31167978.0,40155664.2323,113328
1660521600000,2022-08-15,SANDUSDT,1.341,1.4,1.2797,1.3105,44420356.0,59309760.7429,163598
1660435200000,2022-08-14,SANDUSDT,1.3263,1.4287,1.3041,1.3408,56275946.0,76694764.7357,197320
1660348800000,2022-08-13,SANDUSDT,1.3322,1.39,1.3174,1.3262,31266696.0,42087943.3395,127540
1660262400000,2022-08-12,SANDUSDT,1.3245,1.3348,1.286,1.332,22435558.0,29425351.6723,104566
1660176000000,2022-08-11,SANDUSDT,1.3462,1.3705,1.3148,1.3244,30830058.0,41386543.789,113249
1660089600000,2022-08-10,SANDUSDT,1.2922,1.35,1.2547,1.3461,32181311.0,42152794.0639,162780
1660003200000,2022-08-09,SANDUSDT,1.3487,1.384,1.2588,1.2923,29544329.0,39064331.1236,116331
1659916800000,2022-08-08,SANDUSDT,1.319,1.3921,1.3135,1.349,30174079.0,41130107.524,114001
1659830400000,2022-08-07,SANDUSDT,1.3192,1.3436,1.2877,1.3189,12511755.0,16495189.0158,54199
1659744000000,2022-08-06,SANDUSDT,1.3495,1.3742,1.3109,1.3193,16004923.0,21509344.0922,66503
1659657600000,2022-08-05,SANDUSDT,1.297,1.3544,1.2897,1.3495,23445049.0,31073184.6402,97984
1659571200000,2022-08-04,SANDUSDT,1.2593,1.3458,1.2562,1.297,25365609.0,32750689.3805,102917
1659484800000,2022-08-03,SANDUSDT,1.2697,1.3199,1.2282,1.259,22723194.0,28993805.5672,96157
1659398400000,2022-08-02,SANDUSDT,1.3228,1.3489,1.2418,1.2692,28298981.0,36325580.213,124334
1659312000000,2022-08-01,SANDUSDT,1.3076,1.3491,1.2709,1.3225,26029202.0,34092398.7087,120511
1659225600000,2022-07-31,SANDUSDT,1.3375,1.3889,1.2942,1.3073,26121961.0,35186556.3183,115267
1659139200000,2022-07-30,SANDUSDT,1.3285,1.4313,1.307,1.3372,36774255.0,50286141.8667,151705
1659052800000,2022-07-29,SANDUSDT,1.3559,1.4087,1.2902,1.3284,37976701.0,51346386.116,162251
1658966400000,2022-07-28,SANDUSDT,1.314,1.3917,1.2617,1.3554,37180311.0,49157998.715,158016
1658880000000,2022-07-27,SANDUSDT,1.1828,1.318,1.1523,1.3139,28347101.0,34949530.1308,130955
1658793600000,2022-07-26,SANDUSDT,1.2022,1.2068,1.1288,1.1828,26257664.0,30726032.2715,106010
1658707200000,2022-07-25,SANDUSDT,1.3383,1.3464,1.1992,1.2023,29886544.0,37761434.3202,123415
1658620800000,2022-07-24,SANDUSDT,1.3446,1.3832,1.3217,1.3384,24408749.0,32969557.4367,99629
1658534400000,2022-07-23,SANDUSDT,1.3266,1.3782,1.2937,1.345,26151608.0,34987638.7355,119342
1658448000000,2022-07-22,SANDUSDT,1.3811,1.4358,1.3183,1.3261,33470215.0,46372667.2103,144136
1658361600000,2022-07-21,SANDUSDT,1.3281,1.3975,1.274,1.381,42674704.0,57568152.7658,169376
1658275200000,2022-07-20,SANDUSDT,1.4217,1.494,1.3024,1.3284,56016739.0,78529960.2729,221271
1658188800000,2022-07-19,SANDUSDT,1.3779,1.4741,1.3371,1.4218,73820674.0,103756882.6048,310454
1658102400000,2022-07-18,SANDUSDT,1.1817,1.3985,1.1769,1.3779,77295250.0,101060110.8052,274625
1658016000000,2022-07-17,SANDUSDT,1.2526,1.2661,1.1748,1.1813,28897812.0,35318348.0598,111809
1657929600000,2022-07-16,SANDUSDT,1.2067,1.272,1.1951,1.2528,36397656.0,44776602.394,129545
1657843200000,2022-07-15,SANDUSDT,1.205,1.232,1.1692,1.2066,37104253.0,44605043.5586,146211
1657756800000,2022-07-14,SANDUSDT,1.1694,1.2199,1.0993,1.204,47180033.0,54662797.1554,161214
