Unix,Date,Symbol,Open,High,Low,Close,Volume EGLD,Volume USDT,tradecount
1699142400000,2023-11-05,EGLDUSDT,34.77,53.45,34.77,48.14,3489944.8,160413481.3231,812202
1699056000000,2023-11-04,EGLDUSDT,32.82,35.03,32.72,34.79,314832.67,10679279.4597,84432
1698969600000,2023-11-03,EGLDUSDT,33.02,33.02,31.62,32.81,170334.21,5528187.123,24324
1698883200000,2023-11-02,EGLDUSDT,32.28,34.3,31.61,33.03,294984.46,9602345.277,42384
1698796800000,2023-11-01,EGLDUSDT,30.01,32.46,29.57,32.24,239714.64,7415624.6174,36371
1698710400000,2023-10-31,EGLDUSDT,30.89,31.39,28.8,30.01,160120.13,4830254.2036,26862
1698624000000,2023-10-30,EGLDUSDT,30.11,30.94,29.79,30.89,175958.8,5355419.7369,28749
1698537600000,2023-10-29,EGLDUSDT,29.02,30.26,28.5,30.1,113421.06,3340527.3003,21343
1698451200000,2023-10-28,EGLDUSDT,28.65,29.49,28.62,29.02,83548.33,2440742.9512,16741
1698364800000,2023-10-27,EGLDUSDT,29.08,29.41,28.18,28.67,108663.16,3129681.9618,20818
1698278400000,2023-10-26,EGLDUSDT,29.03,30.27,27.89,29.08,218296.44,6363709.3944,33848
1698192000000,2023-10-25,EGLDUSDT,28.83,29.65,28.2,29.03,189451.2,5482442.9227,31568
1698105600000,2023-10-24,EGLDUSDT,29.34,29.98,27.54,28.83,399311.71,11622956.0044,54120
1698019200000,2023-10-23,EGLDUSDT,26.9,29.35,26.36,29.33,406247.5,11229626.1024,51472
1697932800000,2023-10-22,EGLDUSDT,25.94,26.96,25.37,26.88,241697.04,6279023.1769,27520
1697846400000,2023-10-21,EGLDUSDT,24.89,26.48,24.34,25.93,355774.65,9050507.8184,39437
1697760000000,2023-10-20,EGLDUSDT,23.49,26.6,23.24,24.89,618585.15,15635255.7286,85510
1697673600000,2023-10-19,EGLDUSDT,24.48,25.0,23.29,23.5,195038.85,4688308.2666,23577
1697587200000,2023-10-18,EGLDUSDT,24.29,24.49,23.71,24.48,108740.45,2612501.0562,14014
1697500800000,2023-10-17,EGLDUSDT,25.32,25.35,23.81,24.29,193956.41,4751778.5244,20278
1697414400000,2023-10-16,EGLDUSDT,24.54,29.3,24.54,25.32,783513.68,20380196.9948,95829
1697328000000,2023-10-15,EGLDUSDT,23.99,25.16,23.79,24.53,180938.69,4404111.7076,22339
1697241600000,2023-10-14,EGLDUSDT,23.47,24.12,23.44,23.99,70959.96,1699960.3491,8458
1697155200000,2023-10-13,EGLDUSDT,23.2,23.89,23.13,23.46,66122.63,1551913.5085,9876
1697068800000,2023-10-12,EGLDUSDT,22.84,23.27,22.64,23.19,85395.47,1967842.3402,11868
1696982400000,2023-10-11,EGLDUSDT,23.01,23.05,22.36,22.84,75821.38,1723859.7511,11832
1696896000000,2023-10-10,EGLDUSDT,22.86,23.12,22.64,23.02,117989.98,2703858.1614,14369
1696809600000,2023-10-09,EGLDUSDT,24.52,24.57,22.66,22.85,133885.84,3130049.1669,16848
1696723200000,2023-10-08,EGLDUSDT,24.2,24.67,24.05,24.51,49626.23,1210551.9922,6808
1696636800000,2023-10-07,EGLDUSDT,24.27,24.49,23.97,24.19,37342.25,904247.5259,6030
1696550400000,2023-10-06,EGLDUSDT,24.05,24.55,23.9,24.26,69161.69,1672898.1694,10323
1696464000000,2023-10-05,EGLDUSDT,24.71,24.77,24.02,24.04,50221.4,1226544.0307,8588
1696377600000,2023-10-04,EGLDUSDT,24.46,24.8,23.7,24.71,74975.19,1822529.9523,12144
1696291200000,2023-10-03,EGLDUSDT,24.87,25.05,24.32,24.45,70616.08,1744373.7021,9874
1696204800000,2023-10-02,EGLDUSDT,25.92,26.08,24.36,24.87,145558.98,3696170.4197,18385
1696118400000,2023-10-01,EGLDUSDT,25.36,26.22,25.18,25.92,104397.03,2681218.3934,15848
1696032000000,2023-09-30,EGLDUSDT,25.13,25.75,25.08,25.35,88453.72,2250985.7828,11770
1695945600000,2023-09-29,EGLDUSDT,24.8,25.22,24.62,25.14,69697.03,1740348.626,10631
1695859200000,2023-09-28,EGLDUSDT,23.67,24.84,23.61,24.77,105280.8,2562999.4663,13871
1695772800000,2023-09-27,EGLDUSDT,24.55,24.59,23.52,23.67,118553.08,2849411.7869,15328
1695686400000,2023-09-26,EGLDUSDT,24.75,24.95,24.22,24.54,65726.82,1619729.3237,9577
1695600000000,2023-09-25,EGLDUSDT,24.22,24.89,23.95,24.74,82186.72,2015046.1413,11998
1695513600000,2023-09-24,EGLDUSDT,25.11,25.13,24.12,24.23,62665.44,1552761.0421,10464
1695427200000,2023-09-23,EGLDUSDT,25.38,25.52,24.66,25.1,72628.38,1816079.038,11211
1695340800000,2023-09-22,EGLDUSDT,26.11,26.12,25.23,25.39,99210.03,2535551.8144,13673
1695254400000,2023-09-21,EGLDUSDT,25.75,29.24,25.74,26.11,397623.5,10819626.4636,49911
1695168000000,2023-09-20,EGLDUSDT,26.13,26.2,25.16,25.76,83455.28,2141316.3917,11824
1695081600000,2023-09-19,EGLDUSDT,25.71,26.39,25.63,26.12,73877.43,1924967.0328,11699
1694995200000,2023-09-18,EGLDUSDT,25.39,26.34,25.21,25.7,113231.23,2935441.5216,16037
1694908800000,2023-09-17,EGLDUSDT,26.62,26.78,24.99,25.39,210316.79,5448683.3775,22765
1694822400000,2023-09-16,EGLDUSDT,24.81,26.64,24.8,26.62,195413.99,5044379.9376,24391
1694736000000,2023-09-15,EGLDUSDT,24.47,25.01,24.27,24.81,102990.71,2541995.1241,15360
1694649600000,2023-09-14,EGLDUSDT,23.6,24.73,23.4,24.46,112537.68,2702636.1514,16276
1694563200000,2023-09-13,EGLDUSDT,22.89,23.7,22.82,23.6,80700.67,1883184.4451,12220
1694476800000,2023-09-12,EGLDUSDT,22.71,23.95,22.64,22.89,106017.42,2465277.1184,15109
1694390400000,2023-09-11,EGLDUSDT,23.57,23.64,22.25,22.71,152011.4,3466531.3756,21259
1694304000000,2023-09-10,EGLDUSDT,24.46,24.46,23.24,23.57,111195.6438,2643008.359816,15852
1694217600000,2023-09-09,EGLDUSDT,24.54,24.75,24.43,24.46,44702.03,1098945.6245,6497
1694131200000,2023-09-08,EGLDUSDT,24.8,24.98,24.31,24.54,67674.11,1665498.2234,11149
1694044800000,2023-09-07,EGLDUSDT,24.61,24.99,24.43,24.79,78354.25,1933369.0529,9736
1693958400000,2023-09-06,EGLDUSDT,25.01,25.08,24.03,24.6,96259.94,2368135.229,13376
1693872000000,2023-09-05,EGLDUSDT,24.93,25.41,24.66,25.01,93952.52,2353474.0119,13009
1693785600000,2023-09-04,EGLDUSDT,24.88,25.0,24.55,24.93,95758.3,2384708.0383,11223
1693699200000,2023-09-03,EGLDUSDT,24.81,24.96,24.43,24.87,45296.57,1120812.0011,7289
1693612800000,2023-09-02,EGLDUSDT,24.88,24.98,24.25,24.82,70853.23,1750896.6848,9881
1693526400000,2023-09-01,EGLDUSDT,26.15,26.33,24.74,24.87,112059.64,2855547.7558,12873
1693440000000,2023-08-31,EGLDUSDT,26.41,26.85,25.36,26.15,144602.31,3795683.9656,17455
1693353600000,2023-08-30,EGLDUSDT,26.27,26.58,25.85,26.4,124075.48,3249559.3859,16217
1693267200000,2023-08-29,EGLDUSDT,25.56,26.44,24.83,26.27,194248.71,5004151.2681,23299
1693180800000,2023-08-28,EGLDUSDT,25.18,25.61,24.53,25.55,111883.16,2804860.3567,15741
1693094400000,2023-08-27,EGLDUSDT,25.14,25.45,25.05,25.17,62075.18,1564689.4126,8332
1693008000000,2023-08-26,EGLDUSDT,25.37,26.0,24.98,25.13,77369.0,1958024.6079,9641
1692921600000,2023-08-25,EGLDUSDT,25.62,25.63,24.8,25.37,125088.81,3141704.1469,14592
1692835200000,2023-08-24,EGLDUSDT,26.45,26.55,25.23,25.61,97538.39,2529043.4406,11976
1692748800000,2023-08-23,EGLDUSDT,26.22,27.16,25.72,26.45,169185.0,4450865.601,19713
1692662400000,2023-08-22,EGLDUSDT,26.74,26.94,25.13,26.21,140343.71,3655699.487,17271
1692576000000,2023-08-21,EGLDUSDT,27.59,27.61,26.24,26.75,69716.7,1879193.684,9542
1692489600000,2023-08-20,EGLDUSDT,27.85,27.9,27.36,27.59,41862.02,1157180.592,6452
1692403200000,2023-08-19,EGLDUSDT,27.33,28.02,27.23,27.84,87077.67,2414729.3173,10295
1692316800000,2023-08-18,EGLDUSDT,26.76,27.72,26.67,27.33,145670.03,3961346.3454,19930
1692230400000,2023-08-17,EGLDUSDT,28.61,29.14,24.0,26.76,237242.988,6428369.1161,39944
1692144000000,2023-08-16,EGLDUSDT,29.45,29.52,27.77,28.61,150745.52,4355170.0273,19154
1692057600000,2023-08-15,EGLDUSDT,30.87,30.99,28.0,29.47,142566.36,4234607.4216,20991
1691971200000,2023-08-14,EGLDUSDT,31.06,31.17,30.65,30.86,64335.69,1990506.0357,10434
1691884800000,2023-08-13,EGLDUSDT,30.56,31.25,30.35,31.06,105368.17,3246286.5853,14789
1691798400000,2023-08-12,EGLDUSDT,30.48,30.6,30.03,30.55,66813.58,2028945.2148,9849
1691712000000,2023-08-11,EGLDUSDT,30.59,30.83,30.24,30.48,82838.97,2530708.1462,10865
1691625600000,2023-08-10,EGLDUSDT,31.05,31.16,30.45,30.58,78261.92,2400781.0502,11232
1691539200000,2023-08-09,EGLDUSDT,31.6,31.87,30.85,31.05,107757.28,3377324.5358,15519
1691452800000,2023-08-08,EGLDUSDT,30.91,33.46,30.72,31.6,329353.32,10629532.1769,45163
1691366400000,2023-08-07,EGLDUSDT,30.99,31.35,30.3,30.89,71850.31,2222731.1379,13272
1691280000000,2023-08-06,EGLDUSDT,31.13,31.63,30.91,30.98,55226.99,1721354.6649,10388
1691193600000,2023-08-05,EGLDUSDT,31.13,31.31,30.91,31.12,49887.63,1549948.8772,8960
1691107200000,2023-08-04,EGLDUSDT,31.15,31.5,30.6,31.13,48826.5,1520890.0613,9885
1691020800000,2023-08-03,EGLDUSDT,31.34,31.59,30.96,31.13,57054.06,1785115.1592,10630
1690934400000,2023-08-02,EGLDUSDT,32.23,32.46,31.19,31.35,66846.99,2121572.698,13765
1690848000000,2023-08-01,EGLDUSDT,32.03,32.25,31.05,32.22,79698.0,2527357.2761,14680
1690761600000,2023-07-31,EGLDUSDT,32.19,32.54,31.62,32.03,68417.64,2194850.9704,11502
1690675200000,2023-07-30,EGLDUSDT,32.7,32.77,31.42,32.22,69050.07,2230427.9335,11938
1690588800000,2023-07-29,EGLDUSDT,32.84,32.99,32.55,32.69,45595.1,1491819.5411,8571
1690502400000,2023-07-28,EGLDUSDT,32.49,32.86,32.29,32.82,55225.16,1800190.5206,10791
1690416000000,2023-07-27,EGLDUSDT,32.5,33.19,32.18,32.5,69902.2,2284013.9983,12449
1690329600000,2023-07-26,EGLDUSDT,32.37,32.97,31.87,32.49,74779.99,2425437.0987,14035
1690243200000,2023-07-25,EGLDUSDT,32.38,32.64,32.05,32.38,80435.64,2599432.875,14385
1690156800000,2023-07-24,EGLDUSDT,33.75,33.88,31.53,32.38,103153.14,3364090.7548,19014
1690070400000,2023-07-23,EGLDUSDT,33.14,34.34,33.0,33.76,74782.54,2532944.7645,12496
1689984000000,2023-07-22,EGLDUSDT,33.41,33.93,32.79,33.14,70952.36,2379429.0,12701
1689897600000,2023-07-21,EGLDUSDT,34.1,34.1,33.21,33.36,152139.07,5107734.5945,24577
1689811200000,2023-07-20,EGLDUSDT,35.84,36.14,33.6,34.1,214190.82,7454233.3828,33796
1689724800000,2023-07-19,EGLDUSDT,36.1,36.67,35.79,35.83,65555.35,2375093.1356,11925
1689638400000,2023-07-18,EGLDUSDT,37.11,37.26,35.61,36.09,81862.07,2975561.4553,14591
1689552000000,2023-07-17,EGLDUSDT,36.96,38.09,36.24,37.1,181316.55,6748255.7932,28769
1689465600000,2023-07-16,EGLDUSDT,36.72,37.73,36.02,36.95,118782.35,4417971.5625,19482
1689379200000,2023-07-15,EGLDUSDT,36.41,37.35,36.15,36.72,58564.58,2150717.955,12154
1689292800000,2023-07-14,EGLDUSDT,37.0,38.08,35.13,36.42,144374.05,5305543.0144,24761
1689206400000,2023-07-13,EGLDUSDT,35.26,37.09,34.81,37.06,138355.08,4982422.0593,24926
1689120000000,2023-07-12,EGLDUSDT,35.49,35.9,34.79,35.25,71458.42,2530029.8049,13376
1689033600000,2023-07-11,EGLDUSDT,35.16,35.78,35.04,35.49,64692.45,2291224.3079,14567
1688947200000,2023-07-10,EGLDUSDT,34.6,35.67,33.7,35.16,113636.75,3933732.476,18145
1688860800000,2023-07-09,EGLDUSDT,34.24,34.72,34.15,34.59,43238.16,1490001.2697,7971
1688774400000,2023-07-08,EGLDUSDT,34.27,34.41,33.48,34.24,40570.42,1378580.0888,8498
1688688000000,2023-07-07,EGLDUSDT,33.44,34.35,33.16,34.27,58075.93,1969153.4927,9623
1688601600000,2023-07-06,EGLDUSDT,34.87,35.49,33.38,33.48,81976.27,2822107.3027,15320
1688515200000,2023-07-05,EGLDUSDT,35.83,36.33,34.14,34.84,99857.48,3512828.5364,16943
1688428800000,2023-07-04,EGLDUSDT,36.13,36.23,35.4,35.82,76981.61,2755643.9986,14557
1688342400000,2023-07-03,EGLDUSDT,35.21,36.25,34.98,36.11,96564.14,3460019.4651,19738
1688256000000,2023-07-02,EGLDUSDT,35.44,35.46,34.36,35.2,68311.89,2381890.8523,12198
1688169600000,2023-07-01,EGLDUSDT,34.92,35.44,34.3,35.43,85695.44,2995610.6911,14900
1688083200000,2023-06-30,EGLDUSDT,34.05,35.34,32.35,34.91,156722.3,5380387.3086,28757
1687996800000,2023-06-29,EGLDUSDT,32.56,34.16,32.26,34.04,83411.41,2788369.894,18837
1687910400000,2023-06-28,EGLDUSDT,34.1,34.1,32.0,32.55,88047.84,2906541.1331,20358
1687824000000,2023-06-27,EGLDUSDT,33.76,34.4,33.41,34.09,78845.28,2667776.9132,15172
1687737600000,2023-06-26,EGLDUSDT,34.94,35.03,33.2,33.77,155382.98,5295364.5259,25183
1687651200000,2023-06-25,EGLDUSDT,33.26,36.8,33.15,34.94,340107.63,12024193.6498,59693
1687564800000,2023-06-24,EGLDUSDT,33.43,33.92,32.63,33.26,103088.59,3440517.0868,18333
1687478400000,2023-06-23,EGLDUSDT,32.3,33.7,32.15,33.43,114458.91,3780441.3229,20465
1687392000000,2023-06-22,EGLDUSDT,32.55,33.7,32.1,32.29,132881.38,4373651.9099,24223
1687305600000,2023-06-21,EGLDUSDT,30.83,32.86,30.71,32.55,169010.8,5398287.8756,30328
1687219200000,2023-06-20,EGLDUSDT,30.41,30.86,29.38,30.82,114739.9,3463037.1409,23437
1687132800000,2023-06-19,EGLDUSDT,30.1,30.9,29.85,30.41,103171.23,3132253.6563,19675
1687046400000,2023-06-18,EGLDUSDT,30.94,30.96,29.98,30.09,74112.28,2260599.5899,12474
1686960000000,2023-06-17,EGLDUSDT,30.33,31.17,30.03,30.94,74517.14,2290208.0994,13856
1686873600000,2023-06-16,EGLDUSDT,29.41,31.63,29.25,30.32,198902.29,6082540.0697,39266
1686787200000,2023-06-15,EGLDUSDT,29.59,29.91,28.43,29.42,119528.3,3489870.8728,27496
1686700800000,2023-06-14,EGLDUSDT,30.67,31.07,28.92,29.58,112771.09,3389885.84,20226
1686614400000,2023-06-13,EGLDUSDT,30.14,31.46,30.0,30.66,122609.36,3770064.6203,23590
1686528000000,2023-06-12,EGLDUSDT,30.05,30.28,29.32,30.13,97290.63,2906106.0231,18756
1686441600000,2023-06-11,EGLDUSDT,29.96,30.51,29.53,30.05,79281.59,2382127.9664,16625
1686355200000,2023-06-10,EGLDUSDT,34.79,34.79,28.2,29.96,497276.0299,14912436.9428,85589
1686268800000,2023-06-09,EGLDUSDT,35.09,35.25,34.44,34.79,64550.84,2249521.6281,14839
1686182400000,2023-06-08,EGLDUSDT,35.29,35.3,34.43,35.08,88923.01,3108401.8529,20151
1686096000000,2023-06-07,EGLDUSDT,36.78,36.93,34.84,35.29,118364.08,4228102.9855,23364
1686009600000,2023-06-06,EGLDUSDT,36.24,37.2,35.74,36.77,109950.86,4004794.2295,21770
1685923200000,2023-06-05,EGLDUSDT,37.71,38.38,34.08,36.25,244043.96,8911589.9736,39992
1685836800000,2023-06-04,EGLDUSDT,38.26,39.0,37.65,37.73,89773.34,3446630.2903,13774
1685750400000,2023-06-03,EGLDUSDT,37.64,38.34,37.3,38.25,67626.6,2557491.2882,11603
1685664000000,2023-06-02,EGLDUSDT,37.01,37.79,36.58,37.65,100004.65,3742009.6764,17040
1685577600000,2023-06-01,EGLDUSDT,36.9,37.25,36.59,37.01,78448.04,2895828.3042,13811
1685491200000,2023-05-31,EGLDUSDT,36.93,37.26,36.22,36.89,110157.41,4037535.9605,18356
1685404800000,2023-05-30,EGLDUSDT,36.82,37.33,36.6,36.97,96906.37,3581137.6089,18290
1685318400000,2023-05-29,EGLDUSDT,36.8,37.2,36.34,36.81,83247.08,3068544.1805,14983
1685232000000,2023-05-28,EGLDUSDT,36.17,37.39,36.0,36.79,97784.31,3584647.0773,20001
1685145600000,2023-05-27,EGLDUSDT,36.01,36.23,35.75,36.19,64513.12,2321788.4843,14431
1685059200000,2023-05-26,EGLDUSDT,35.68,36.14,35.23,36.02,98230.13,3503540.1181,15928
1684972800000,2023-05-25,EGLDUSDT,35.93,36.13,35.12,35.69,119314.8,4269662.3501,20296
1684886400000,2023-05-24,EGLDUSDT,36.58,36.67,35.35,35.93,128926.98,4644690.1867,22300
1684800000000,2023-05-23,EGLDUSDT,36.68,37.28,36.31,36.58,121045.96,4447611.7372,20181
1684713600000,2023-05-22,EGLDUSDT,36.49,36.83,35.72,36.68,98288.97,3572968.1312,16585
1684627200000,2023-05-21,EGLDUSDT,37.21,37.32,36.23,36.49,80632.59,2964953.4016,14368
1684540800000,2023-05-20,EGLDUSDT,36.9,37.65,36.65,37.2,102243.44,3804077.3393,15196
1684454400000,2023-05-19,EGLDUSDT,36.91,37.14,36.64,36.91,84755.08,3127661.9051,16028
1684368000000,2023-05-18,EGLDUSDT,37.83,37.89,36.56,36.91,92252.13,3442845.5794,16764
1684281600000,2023-05-17,EGLDUSDT,37.49,37.98,36.72,37.83,100071.74,3740613.6536,20395
1684195200000,2023-05-16,EGLDUSDT,38.34,38.49,37.14,37.48,97454.79,3684283.2321,20663
1684108800000,2023-05-15,EGLDUSDT,38.38,39.32,37.91,38.36,98828.01,3830191.609,21853
1684022400000,2023-05-14,EGLDUSDT,38.4,38.65,37.69,38.39,93224.5,3569682.666,19285
1683936000000,2023-05-13,EGLDUSDT,37.52,39.11,37.27,38.38,158752.24,6100452.3856,40178
1683849600000,2023-05-12,EGLDUSDT,37.26,37.57,36.02,37.53,127143.77,4658095.6149,27861
1683763200000,2023-05-11,EGLDUSDT,38.01,38.22,36.66,37.24,113924.39,4270660.8098,24153
1683676800000,2023-05-10,EGLDUSDT,37.99,38.67,36.7,38.01,171153.84,6484893.8379,40028
1683590400000,2023-05-09,EGLDUSDT,37.46,38.05,37.14,37.99,105247.53,3949149.2394,23321
1683504000000,2023-05-08,EGLDUSDT,39.33,39.55,36.1,37.46,240933.58,9080732.992,55162
1683417600000,2023-05-07,EGLDUSDT,39.41,39.7,39.12,39.31,84947.43,3353710.7184,19749
1683331200000,2023-05-06,EGLDUSDT,39.85,40.25,38.37,39.41,145982.45,5731378.8414,28890
1683244800000,2023-05-05,EGLDUSDT,39.24,40.19,38.79,39.85,155062.72,6134760.5665,27529
1683158400000,2023-05-04,EGLDUSDT,40.04,40.09,39.09,39.23,150144.02,5938930.1628,25802
1683072000000,2023-05-03,EGLDUSDT,40.64,41.2,39.03,40.05,246057.73,9792721.5368,45156
1682985600000,2023-05-02,EGLDUSDT,41.72,41.72,39.85,40.64,217350.6,8783654.2296,40689
1682899200000,2023-05-01,EGLDUSDT,41.52,43.9,41.08,41.72,463620.68,19770577.1163,91234
1682812800000,2023-04-30,EGLDUSDT,41.84,42.78,40.9,41.52,147898.91,6171034.4188,30859
1682726400000,2023-04-29,EGLDUSDT,43.26,43.32,41.58,41.85,185341.71,7824813.9495,35769
1682640000000,2023-04-28,EGLDUSDT,44.01,46.17,43.07,43.26,414164.71,18291218.436,78753
1682553600000,2023-04-27,EGLDUSDT,41.56,49.8,41.47,44.01,2066231.11,95915522.0693,345944
1682467200000,2023-04-26,EGLDUSDT,38.68,42.98,38.37,41.55,396403.45,16317744.2642,74015
1682380800000,2023-04-25,EGLDUSDT,38.64,38.74,37.2,38.67,128569.34,4874628.9303,31550
1682294400000,2023-04-24,EGLDUSDT,38.83,39.85,38.31,38.64,91463.11,3566633.6181,18805
1682208000000,2023-04-23,EGLDUSDT,39.01,39.42,38.13,38.85,65069.42,2529487.4682,13931
1682121600000,2023-04-22,EGLDUSDT,38.32,39.08,38.12,39.01,52905.64,2045768.3785,12493
1682035200000,2023-04-21,EGLDUSDT,39.39,40.09,37.56,38.33,132470.06,5167955.6118,26331
1681948800000,2023-04-20,EGLDUSDT,39.93,40.3,38.8,39.41,148301.62,5884383.1834,24875
1681862400000,2023-04-19,EGLDUSDT,43.56,43.97,39.0,39.94,258829.71,10545604.0863,49629
1681776000000,2023-04-18,EGLDUSDT,43.59,44.62,42.01,43.56,317499.7,13681621.6192,47251
1681689600000,2023-04-17,EGLDUSDT,43.21,44.12,41.95,43.59,197615.85,8491825.4854,30640
1681603200000,2023-04-16,EGLDUSDT,43.5,43.74,42.75,43.21,106459.14,4608465.8537,20135
1681516800000,2023-04-15,EGLDUSDT,43.03,44.0,42.21,43.5,159829.81,6933066.1327,27676
1681430400000,2023-04-14,EGLDUSDT,41.38,44.2,41.32,43.0,221970.83,9488175.4924,39780
1681344000000,2023-04-13,EGLDUSDT,40.64,41.83,40.3,41.38,128915.91,5308604.6109,25995
1681257600000,2023-04-12,EGLDUSDT,40.83,41.01,39.6,40.62,136597.63,5513467.0189,27668
1681171200000,2023-04-11,EGLDUSDT,40.8,41.62,40.67,40.84,146068.53,6013781.2584,26516
1681084800000,2023-04-10,EGLDUSDT,39.92,41.77,39.55,40.8,196942.48,7993165.9909,36463
1680998400000,2023-04-09,EGLDUSDT,40.32,40.82,39.79,39.92,115613.09,4644980.2864,30734
1680912000000,2023-04-08,EGLDUSDT,40.75,41.19,40.28,40.32,75838.37,3088184.5368,18144
1680825600000,2023-04-07,EGLDUSDT,41.29,41.69,40.52,40.74,96413.17,3948173.9492,22871
1680739200000,2023-04-06,EGLDUSDT,42.4,42.47,41.0,41.31,175731.73,7307238.652,31080
1680652800000,2023-04-05,EGLDUSDT,41.43,42.8,41.22,42.42,160549.31,6758974.7677,29224
1680566400000,2023-04-04,EGLDUSDT,40.53,41.6,40.19,41.41,136285.45,5579484.1553,22579
1680480000000,2023-04-03,EGLDUSDT,40.9,41.29,39.49,40.52,221304.67,8955744.6882,40313
1680393600000,2023-04-02,EGLDUSDT,42.69,42.86,40.25,40.9,196309.62,8098069.201,33312
1680307200000,2023-04-01,EGLDUSDT,42.44,43.16,42.04,42.68,91005.96,3872756.3878,18644
1680220800000,2023-03-31,EGLDUSDT,42.18,42.92,41.52,42.44,112815.66,4787854.3927,23067
1680134400000,2023-03-30,EGLDUSDT,44.05,44.2,41.65,42.17,256939.79,11063546.4987,52290
1680048000000,2023-03-29,EGLDUSDT,42.1,44.55,42.04,44.06,172034.57,7479254.8952,36885
1679961600000,2023-03-28,EGLDUSDT,41.16,42.35,40.64,42.08,109390.2,4518681.5794,27029
1679875200000,2023-03-27,EGLDUSDT,42.77,42.88,40.43,41.16,135160.0,5606388.9588,29450
1679788800000,2023-03-26,EGLDUSDT,42.11,42.99,41.97,42.77,69934.08,2976382.3745,20053
1679702400000,2023-03-25,EGLDUSDT,42.43,42.78,41.48,42.13,69003.18,2911710.2621,18859
1679616000000,2023-03-24,EGLDUSDT,43.55,44.4,41.74,42.41,180721.22,7793740.0919,36662
1679529600000,2023-03-23,EGLDUSDT,41.9,44.14,41.6,43.57,165908.91,7114535.865,33052
1679443200000,2023-03-22,EGLDUSDT,44.16,44.84,40.46,41.92,301801.3,12944323.9205,59982
1679356800000,2023-03-21,EGLDUSDT,49.0,49.93,40.5,44.15,663519.76,29259276.7949,130507
1679270400000,2023-03-20,EGLDUSDT,43.76,49.35,42.31,49.0,428414.34,19808044.0643,95415
1679184000000,2023-03-19,EGLDUSDT,43.14,44.76,42.5,43.71,113042.5,4946938.0038,25346
1679097600000,2023-03-18,EGLDUSDT,43.95,46.09,42.96,43.16,187632.54,8384869.5537,37897
1679011200000,2023-03-17,EGLDUSDT,40.72,44.02,40.15,43.93,160686.31,6798405.3837,30354
1678924800000,2023-03-16,EGLDUSDT,40.53,41.6,39.85,40.72,124666.36,5095688.0799,28382
1678838400000,2023-03-15,EGLDUSDT,43.63,44.31,39.72,40.55,197705.27,8262668.8512,42586
1678752000000,2023-03-14,EGLDUSDT,42.78,45.07,41.6,43.64,239890.71,10441223.8231,45167
1678665600000,2023-03-13,EGLDUSDT,40.77,43.46,40.29,42.73,273763.41,11444990.3631,39692
1678579200000,2023-03-12,EGLDUSDT,38.38,40.94,37.94,40.75,178040.91,6930678.5884,28369
1678492800000,2023-03-11,EGLDUSDT,38.4,39.11,36.32,38.37,261607.27,9811700.8703,43577
1678406400000,2023-03-10,EGLDUSDT,37.87,38.88,36.0,38.4,241778.48,9075409.6819,38902
1678320000000,2023-03-09,EGLDUSDT,39.96,40.36,36.97,37.87,253568.21,9861287.1114,41114
1678233600000,2023-03-08,EGLDUSDT,42.08,42.19,39.3,39.99,188003.34,7700478.7572,30252
1678147200000,2023-03-07,EGLDUSDT,43.93,44.27,41.33,42.07,196803.18,8379772.271,30141
1678060800000,2023-03-06,EGLDUSDT,43.04,44.1,42.46,43.92,136927.7,5942688.6792,24192
1677974400000,2023-03-05,EGLDUSDT,42.79,43.9,42.42,43.04,109689.28,4752917.8937,22776
1677888000000,2023-03-04,EGLDUSDT,43.24,43.65,41.66,42.78,103288.72,4435467.128,21813
1677801600000,2023-03-03,EGLDUSDT,46.17,46.18,41.18,43.25,322001.82,13845785.0511,64215
1677715200000,2023-03-02,EGLDUSDT,48.5,48.65,45.52,46.2,158770.19,7413916.1752,33040
1677628800000,2023-03-01,EGLDUSDT,48.08,49.71,47.88,48.5,285651.36,13921499.5706,91087
1677542400000,2023-02-28,EGLDUSDT,48.74,51.02,47.62,48.07,349060.95,17151424.151,103343
1677456000000,2023-02-27,EGLDUSDT,49.89,50.0,47.71,48.71,221271.71,10868909.3843,102902
1677369600000,2023-02-26,EGLDUSDT,48.2,50.07,47.78,49.9,163014.81,7972431.4853,72997
1677283200000,2023-02-25,EGLDUSDT,48.88,49.05,46.42,48.19,169312.74,8138382.5169,64310
1677196800000,2023-02-24,EGLDUSDT,50.15,51.43,47.61,48.86,242070.85,12000174.0163,78485
1677110400000,2023-02-23,EGLDUSDT,49.59,50.86,49.0,50.14,155543.23,7785863.7816,63972
1677024000000,2023-02-22,EGLDUSDT,51.66,51.9,48.09,49.6,195676.56,9675758.7836,70982
1676937600000,2023-02-21,EGLDUSDT,52.9,54.22,50.55,51.67,288010.96,15144655.3838,88169
1676851200000,2023-02-20,EGLDUSDT,51.08,53.94,50.18,52.9,274029.25,14480186.1577,83607
1676764800000,2023-02-19,EGLDUSDT,52.29,53.38,50.0,51.09,213393.86,11091017.9964,42432
1676678400000,2023-02-18,EGLDUSDT,49.44,53.55,49.43,52.28,304057.05,15836926.3115,64562
1676592000000,2023-02-17,EGLDUSDT,47.31,49.92,46.82,49.43,331451.92,16081865.1586,59225
1676505600000,2023-02-16,EGLDUSDT,46.48,54.42,45.73,47.33,829610.35,41583406.1138,165985
